article;name;standard;dy;thread;angle;armature;seria;usit;o_ring;s_key
16712-12-12;20 JIC 1,1/16 (Ш);JIC;20;1_1_16;0;штуцер;тяжелая;false;false;null
16712-12-16;25 JIC 1,1/16 (Ш);JIC;25;1_1_16;0;штуцер;тяжелая;false;false;null
16712-14-10;16 JIC 1,3/16 (Ш);JIC;16;1_3_16;0;штуцер;тяжелая;false;false;null
16712-14-12;20 JIC 1,3/16 (Ш);JIC;20;1_3_16;0;штуцер;тяжелая;false;false;null
16712-14-16;25 JIC 1,3/16 (Ш);JIC;25;1_3_16;0;штуцер;тяжелая;false;false;null
16712-16-12;20 JIC 1,5/16 (Ш);JIC;20;1_5_16;0;штуцер;тяжелая;false;false;null
16712-16-16;25 JIC 1,5/16 (Ш);JIC;25;1_5_16;0;штуцер;тяжелая;false;false;null
16712-16-20;32 JIC 1,5/16 (Ш);JIC;32;1_5_16;0;штуцер;тяжелая;false;false;null
16712-20-16;25 JIC 1,5/8 (Ш);JIC;25;1_5_8;0;штуцер;тяжелая;false;false;null
16712-20-20;32 JIC 1,5/8 (Ш);JIC;32;1_5_8;0;штуцер;тяжелая;false;false;null
16712-24-20;32 JIC 1,7/8 (Ш);JIC;32;1_7_8;0;штуцер;тяжелая;false;false;null
16712-24-24;38 JIC 1,7/8 (Ш);JIC;38;1_7_8;0;штуцер;тяжелая;false;false;null
16712-32-32;50 JIC 2,1/2 (Ш);JIC;50;2_1_2;0;штуцер;тяжелая;false;false;null
16713-16-16;25 JIC 1,5/16 (Ш) Interlock;JIC;25;1_5_16;0;штуцер;interlock;false;false;null
26711-04-03;05 JIC 7/16 (0)(Г);JIC;5;7_16;0;гайка;легкая;false;false;null
26711-04-04;06 JIC 7/16 (0)(Г);JIC;6;7_16;0;гайка;легкая;false;false;null
26711-04-05;08 JIC 7/16 (0)(Г);JIC;8;7_16;0;гайка;легкая;false;false;null
26711-04-06;10 JIC 7/16 (0)(Г);JIC;10;7_16;0;гайка;легкая;false;false;null
26711-05-04;06 JIC 1/2 (0)(Г);JIC;6;1_2;0;гайка;легкая;false;false;null
26711-05-05;08 JIC 1/2 (0)(Г);JIC;8;1_2;0;гайка;легкая;false;false;null
26711-05-06;10 JIC 1/2 (0)(Г);JIC;10;1_2;0;гайка;легкая;false;false;null
26711-06-04;06 JIC 9/16 (0)(Г);JIC;6;9_16;0;гайка;легкая;false;false;null
26711-06-05;08 JIC 9/16 (0)(Г);JIC;8;9_16;0;гайка;легкая;false;false;null
26711-06-06;10 JIC 9/16 (0)(Г);JIC;10;9_16;0;гайка;легкая;false;false;null
26711-06-08;12 JIC 9/16 (0)(Г);JIC;12;9_16;0;гайка;легкая;false;false;null
26711-07-05;08 JIC 5/8 (0)(Г);JIC;8;5_8;0;гайка;легкая;false;false;null
26711-07-06;10 JIC 5/8 (0)(Г);JIC;10;5_8;0;гайка;легкая;false;false;null
26711-07-08;12 JIC 5/8 (0)(Г);JIC;12;5_8;0;гайка;легкая;false;false;null
26711-08-05;08 JIC 3/4 (0)(Г);JIC;8;3_4;0;гайка;легкая;false;false;null
26711-08-06;10 JIC 3/4 (0)(Г);JIC;10;3_4;0;гайка;легкая;false;false;null
26711-08-08;12 JIC 3/4 (0)(Г);JIC;12;3_4;0;гайка;легкая;false;false;null
26711-08-10;16 JIC 3/4 (0)(Г);JIC;16;3_4;0;гайка;легкая;false;false;null
26711-08-12;20 JIC 3/4 (0)(Г);JIC;20;3_4;0;гайка;легкая;false;false;null
26711-10-06;10 JIC 7/8 (0)(Г);JIC;10;7_8;0;гайка;легкая;false;false;null
26711-10-08;12 JIC 7/8 (0)(Г);JIC;12;7_8;0;гайка;легкая;false;false;null
26711-10-10;16 JIC 7/8 (0)(Г);JIC;16;7_8;0;гайка;легкая;false;false;null
26711-10-12;20 JIC 7/8 (0)(Г);JIC;20;7_8;0;гайка;легкая;false;false;null
26711-12-08;12 JIC 1,1/16 (0)(Г);JIC;12;1_1_16;0;гайка;легкая;false;false;null
26711-12-10;16 JIC 1,1/16 (0)(Г);JIC;16;1_1_16;0;гайка;легкая;false;false;null
26711-12-12;20 JIC 1,1/16 (0)(Г);JIC;20;1_1_16;0;гайка;легкая;false;false;null
26711-12-16;25 JIC 1,1/16 (0)(Г);JIC;25;1_1_16;0;гайка;легкая;false;false;null
26711-14-10;16 JIC 1,3/16 (0)(Г);JIC;16;1_3_16;0;гайка;легкая;false;false;null
26711-14-12;20 JIC 1,3/16 (0)(Г);JIC;20;1_3_16;0;гайка;легкая;false;false;null
26711-14-16;25 JIC 1,3/16 (0)(Г);JIC;25;1_3_16;0;гайка;легкая;false;false;null
26711-16-12;20 JIC 1,5/16 (0)(Г);JIC;20;1_5_16;0;гайка;легкая;false;false;null
26711-16-16;25 JIC 1,5/16 (0)(Г);JIC;25;1_5_16;0;гайка;легкая;false;false;null
26711-16-20;32 JIC 1,5/16 (0)(Г);JIC;32;1_5_16;0;гайка;легкая;false;false;null
26711-20-16;25 JIC 1,5/8 (0)(Г);JIC;25;1_5_8;0;гайка;легкая;false;false;null
26711-20-20;32 JIC 1,5/8 (0)(Г);JIC;32;1_5_8;0;гайка;легкая;false;false;null
26711-24-20;32 JIC 1,7/8 (0)(Г);JIC;32;1_7_8;0;гайка;легкая;false;false;null
26711-24-24;38 JIC 1,7/8 (0)(Г);JIC;38;1_7_8;0;гайка;легкая;false;false;null
26711-32-32;50 JIC 2,1/2 (0)(Г);JIC;50;2_1_2;0;гайка;легкая;false;false;null
26712-06-08;12 JIC 9/16 (0)(Г);JIC;12;9_16;0;гайка;тяжелая;false;false;null
26712-07-08;12 JIC 5/8 (0)(Г);JIC;12;5_8;0;гайка;тяжелая;false;false;null
26712-08-08;12 JIC 3/4 (0)(Г);JIC;12;3_4;0;гайка;тяжелая;false;false;null
26712-08-10;16 JIC 3/4 (0)(Г);JIC;16;3_4;0;гайка;тяжелая;false;false;null
26712-08-12;20 JIC 3/4 (0)(Г);JIC;20;3_4;0;гайка;тяжелая;false;false;null
26712-10-08;12 JIC 7/8 (0)(Г);JIC;12;7_8;0;гайка;тяжелая;false;false;null
26712-10-10;16 JIC 7/8 (0)(Г);JIC;16;7_8;0;гайка;тяжелая;false;false;null
26712-10-12;20 JIC 7/8 (0)(Г);JIC;20;7_8;0;гайка;тяжелая;false;false;null
26712-12-08;12 JIC 1,1/16 (0)(Г);JIC;12;1_1_16;0;гайка;тяжелая;false;false;null
26712-12-10;16 JIC 1,1/16 (0)(Г);JIC;16;1_1_16;0;гайка;тяжелая;false;false;null
26712-12-12;20 JIC 1,1/16 (0)(Г);JIC;20;1_1_16;0;гайка;тяжелая;false;false;null
26712-12-16;25 JIC 1,1/16 (0)(Г);JIC;25;1_1_16;0;гайка;тяжелая;false;false;null
26712-14-10;16 JIC 1,3/16 (0)(Г);JIC;16;1_3_16;0;гайка;тяжелая;false;false;null
26712-14-12;20 JIC 1,3/16 (0)(Г);JIC;20;1_3_16;0;гайка;тяжелая;false;false;null
26712-14-16;25 JIC 1,3/16 (0)(Г);JIC;25;1_3_16;0;гайка;тяжелая;false;false;null
26712-16-12;20 JIC 1,5/16 (0)(Г);JIC;20;1_5_16;0;гайка;тяжелая;false;false;null
26712-16-16;25 JIC 1,5/16 (0)(Г);JIC;25;1_5_16;0;гайка;тяжелая;false;false;null
26712-16-20;32 JIC 1,5/16 (0)(Г);JIC;32;1_5_16;0;гайка;тяжелая;false;false;null
26712-20-16;25 JIC 1,5/8 (0)(Г);JIC;25;1_5_8;0;гайка;тяжелая;false;false;null
26712-20-20;32 JIC 1,5/8 (0)(Г);JIC;32;1_5_8;0;гайка;тяжелая;false;false;null
26712-24-20;32 JIC 1,7/8 (0)(Г);JIC;32;1_7_8;0;гайка;тяжелая;false;false;null
26712-24-24;38 JIC 1,7/8 (0)(Г);JIC;38;1_7_8;0;гайка;тяжелая;false;false;null
26712-32-24;38 JIC 2,1/2 (0)(Г);JIC;38;2_1_2;0;гайка;тяжелая;false;false;null
26712-32-32;50 JIC 2,1/2 (0)(Г);JIC;50;2_1_2;0;гайка;тяжелая;false;false;null
26713-20-20;32 JIC 1,5/8 (0)(Г) Interlock;JIC;32;1_5_8;0;гайка;interlock;false;false;null
26741-04-03;05 JIC 7/16 (45)(Г);JIC;5;7_16;45;гайка;легкая;false;false;null
26741-04-04;06 JIC 7/16 (45)(Г);JIC;6;7_16;45;гайка;легкая;false;false;null
26741-04-05;08 JIC 7/16 (45)(Г);JIC;8;7_16;45;гайка;легкая;false;false;null
26741-04-06;10 JIC 7/16 (45)(Г);JIC;10;7_16;45;гайка;легкая;false;false;null
26741-05-04;06 JIC 1/2 (45)(Г);JIC;6;1_2;45;гайка;легкая;false;false;null
26741-05-05;08 JIC 1/2 (45)(Г);JIC;8;1_2;45;гайка;легкая;false;false;null
26741-05-06;10 JIC 1/2 (45)(Г);JIC;10;1_2;45;гайка;легкая;false;false;null
26741-06-04;06 JIC 9/16 (45)(Г);JIC;6;9_16;45;гайка;легкая;false;false;null
26741-06-05;08 JIC 9/16 (45)(Г);JIC;8;9_16;45;гайка;легкая;false;false;null
26741-06-06;10 JIC 9/16 (45)(Г);JIC;10;9_16;45;гайка;легкая;false;false;null
26741-06-08;12 JIC 9/16 (45)(Г);JIC;12;9_16;45;гайка;легкая;false;false;null
26741-07-05;08 JIC 5/8 (45)(Г);JIC;8;5_8;45;гайка;легкая;false;false;null
26741-07-06;10 JIC 5/8 (45)(Г);JIC;10;5_8;45;гайка;легкая;false;false;null
26741-07-08;12 JIC 5/8 (45)(Г);JIC;12;5_8;45;гайка;легкая;false;false;null
26741-08-05;08 JIC 3/4 (45)(Г);JIC;8;3_4;45;гайка;легкая;false;false;null
26741-08-06;10 JIC 3/4 (45)(Г);JIC;10;3_4;45;гайка;легкая;false;false;null
26741-08-08;12 JIC 3/4 (45)(Г);JIC;12;3_4;45;гайка;легкая;false;false;null
26741-08-10;16 JIC 3/4 (45)(Г);JIC;16;3_4;45;гайка;легкая;false;false;null
26741-08-12;20 JIC 3/4 (45)(Г);JIC;20;3_4;45;гайка;легкая;false;false;null
26741-10-06;10 JIC 7/8 (45)(Г);JIC;10;7_8;45;гайка;легкая;false;false;null
26741-10-08;12 JIC 7/8 (45)(Г);JIC;12;7_8;45;гайка;легкая;false;false;null
26741-10-10;16 JIC 7/8 (45)(Г);JIC;16;7_8;45;гайка;легкая;false;false;null
26741-10-12;20 JIC 7/8 (45)(Г);JIC;20;7_8;45;гайка;легкая;false;false;null
26741-12-08;12 JIC 1,1/16 (45)(Г);JIC;12;1_1_16;45;гайка;легкая;false;false;null
26741-12-10;16 JIC 1,1/16 (45)(Г);JIC;16;1_1_16;45;гайка;легкая;false;false;null
26741-12-12;20 JIC 1,1/16 (45)(Г);JIC;20;1_1_16;45;гайка;легкая;false;false;null
26741-12-16;25 JIC 1,1/16 (45)(Г);JIC;25;1_1_16;45;гайка;легкая;false;false;null
26741-14-10;16 JIC 1,3/16 (45)(Г);JIC;16;1_3_16;45;гайка;легкая;false;false;null
26741-14-12;20 JIC 1,3/16 (45)(Г);JIC;20;1_3_16;45;гайка;легкая;false;false;null
26741-14-16;25 JIC 1,3/16 (45)(Г);JIC;25;1_3_16;45;гайка;легкая;false;false;null
26741-16-12;20 JIC 1,5/16 (45)(Г);JIC;20;1_5_16;45;гайка;легкая;false;false;null
26741-16-16;25 JIC 1,5/16 (45)(Г);JIC;25;1_5_16;45;гайка;легкая;false;false;null
26741-16-20;32 JIC 1,5/16 (45)(Г);JIC;32;1_5_16;45;гайка;легкая;false;false;null
26741-20-16;25 JIC 1,5/8 (45)(Г);JIC;25;1_5_8;45;гайка;легкая;false;false;null
26741-20-20;32 JIC 1,5/8 (45)(Г);JIC;32;1_5_8;45;гайка;легкая;false;false;null
26741-24-20;32 JIC 1,7/8 (45)(Г);JIC;32;1_7_8;45;гайка;легкая;false;false;null
26741-24-24;38 JIC 1,7/8 (45)(Г);JIC;38;1_7_8;45;гайка;легкая;false;false;null
26741-32-32;50 JIC 2,1/2 (45)(Г);JIC;50;2_1_2;45;гайка;легкая;false;false;null
26742-06-08;12 JIC 9/16 (45)(Г);JIC;12;9_16;45;гайка;тяжелая;false;false;null
26742-07-08;12 JIC 5/8 (45)(Г);JIC;12;5_8;45;гайка;тяжелая;false;false;null
26742-08-08;12 JIC 3/4 (45)(Г);JIC;12;3_4;45;гайка;тяжелая;false;false;null
26742-08-10;16 JIC 3/4 (45)(Г);JIC;16;3_4;45;гайка;тяжелая;false;false;null
26742-08-12;20 JIC 3/4 (45)(Г);JIC;20;3_4;45;гайка;тяжелая;false;false;null
26742-10-08;12 JIC 7/8 (45)(Г);JIC;12;7_8;45;гайка;тяжелая;false;false;null
26742-10-10;16 JIC 7/8 (45)(Г);JIC;16;7_8;45;гайка;тяжелая;false;false;null
26742-10-12;20 JIC 7/8 (45)(Г);JIC;20;7_8;45;гайка;тяжелая;false;false;null
26742-12-08;12 JIC 1,1/16 (45)(Г);JIC;12;1_1_16;45;гайка;тяжелая;false;false;null
26742-12-10;16 JIC 1,1/16 (45)(Г);JIC;16;1_1_16;45;гайка;тяжелая;false;false;null
26742-12-12;20 JIC 1,1/16 (45)(Г);JIC;20;1_1_16;45;гайка;тяжелая;false;false;null
26742-12-16;25 JIC 1,1/16 (45)(Г);JIC;25;1_1_16;45;гайка;тяжелая;false;false;null
26742-14-10;16 JIC 1,3/16 (45)(Г);JIC;16;1_3_16;45;гайка;тяжелая;false;false;null
26742-14-12;20 JIC 1,3/16 (45)(Г);JIC;20;1_3_16;45;гайка;тяжелая;false;false;null
26742-14-16;25 JIC 1,3/16 (45)(Г);JIC;25;1_3_16;45;гайка;тяжелая;false;false;null
26742-16-12;20 JIC 1,5/16 (45)(Г);JIC;20;1_5_16;45;гайка;тяжелая;false;false;null
26742-16-16;25 JIC 1,5/16 (45)(Г);JIC;25;1_5_16;45;гайка;тяжелая;false;false;null
26742-16-20;32 JIC 1,5/16 (45)(Г);JIC;32;1_5_16;45;гайка;тяжелая;false;false;null
26742-20-16;25 JIC 1,5/8 (45)(Г);JIC;25;1_5_8;45;гайка;тяжелая;false;false;null
26742-20-20;32 JIC 1,5/8 (45)(Г);JIC;32;1_5_8;45;гайка;тяжелая;false;false;null
26742-24-20;32 JIC 1,7/8 (45)(Г);JIC;32;1_7_8;45;гайка;тяжелая;false;false;null
26742-24-24;38 JIC 1,7/8 (45)(Г);JIC;38;1_7_8;45;гайка;тяжелая;false;false;null
26742-32-32;50 JIC 2,1/2 (45)(Г);JIC;50;2_1_2;45;гайка;тяжелая;false;false;null
26791-04-03;05 JIC 7/16 (90)(Г);JIC;5;7_16;90;гайка;легкая;false;false;null
26791-04-04;06 JIC 7/16 (90)(Г);JIC;6;7_16;90;гайка;легкая;false;false;null
26791-04-05;08 JIC 7/16 (90)(Г);JIC;8;7_16;90;гайка;легкая;false;false;null
26791-04-06;10 JIC 7/16 (90)(Г);JIC;10;7_16;90;гайка;легкая;false;false;null
26791-05-04;06 JIC 1/2 (90)(Г);JIC;6;1_2;90;гайка;легкая;false;false;null
26791-05-05;08 JIC 1/2 (90)(Г);JIC;8;1_2;90;гайка;легкая;false;false;null
26791-05-06;10 JIC 1/2 (90)(Г);JIC;10;1_2;90;гайка;легкая;false;false;null
26791-06-04;06 JIC 9/16 (90)(Г);JIC;6;9_16;90;гайка;легкая;false;false;null
26791-06-05;08 JIC 9/16 (90)(Г);JIC;8;9_16;90;гайка;легкая;false;false;null
26791-06-06;10 JIC 9/16 (90)(Г);JIC;10;9_16;90;гайка;легкая;false;false;null
26791-06-08;12 JIC 9/16 (90)(Г);JIC;12;9_16;90;гайка;легкая;false;false;null
26791-07-05;08 JIC 5/8 (90)(Г);JIC;8;5_8;90;гайка;легкая;false;false;null
26791-07-06;10 JIC 5/8 (90)(Г);JIC;10;5_8;90;гайка;легкая;false;false;null
26791-07-08;12 JIC 5/8 (90)(Г);JIC;12;5_8;90;гайка;легкая;false;false;null
26791-08-05;08 JIC 3/4 (90)(Г);JIC;8;3_4;90;гайка;легкая;false;false;null
26791-08-06;10 JIC 3/4 (90)(Г);JIC;10;3_4;90;гайка;легкая;false;false;null
26791-08-08;12 JIC 3/4 (90)(Г);JIC;12;3_4;90;гайка;легкая;false;false;null
26791-08-10;16 JIC 3/4 (90)(Г);JIC;16;3_4;90;гайка;легкая;false;false;null
26791-08-12;20 JIC 3/4 (90)(Г);JIC;20;3_4;90;гайка;легкая;false;false;null
26791-10-06;10 JIC 7/8 (90)(Г);JIC;10;7_8;90;гайка;легкая;false;false;null
26791-10-08;12 JIC 7/8 (90)(Г);JIC;12;7_8;90;гайка;легкая;false;false;null
26791-10-10;16 JIC 7/8 (90)(Г);JIC;16;7_8;90;гайка;легкая;false;false;null
26791-10-12;20 JIC 7/8 (90)(Г);JIC;20;7_8;90;гайка;легкая;false;false;null
26791-12-08;12 JIC 1,1/16 (90)(Г);JIC;12;1_1_16;90;гайка;легкая;false;false;null
26791-12-10;16 JIC 1,1/16 (90)(Г);JIC;16;1_1_16;90;гайка;легкая;false;false;null
26791-12-12;20 JIC 1,1/16 (90)(Г);JIC;20;1_1_16;90;гайка;легкая;false;false;null
26791-12-16;25 JIC 1,1/16 (90)(Г);JIC;25;1_1_16;90;гайка;легкая;false;false;null
26791-14-10;16 JIC 1,3/16 (90)(Г);JIC;16;1_3_16;90;гайка;легкая;false;false;null
26791-14-12;20 JIC 1,3/16 (90)(Г);JIC;20;1_3_16;90;гайка;легкая;false;false;null
26791-14-16;25 JIC 1,3/16 (90)(Г);JIC;25;1_3_16;90;гайка;легкая;false;false;null
26791-16-12;20 JIC 1,5/16 (90)(Г);JIC;20;1_5_16;90;гайка;легкая;false;false;null
26791-16-16;25 JIC 1,5/16 (90)(Г);JIC;25;1_5_16;90;гайка;легкая;false;false;null
26791-16-20;32 JIC 1,5/16 (90)(Г);JIC;32;1_5_16;90;гайка;легкая;false;false;null
26791-20-16;25 JIC 1,5/8 (90)(Г);JIC;25;1_5_8;90;гайка;легкая;false;false;null
26791-20-20;32 JIC 1,5/8 (90)(Г);JIC;32;1_5_8;90;гайка;легкая;false;false;null
26791-24-20;32 JIC 1,7/8 (90)(Г);JIC;32;1_7_8;90;гайка;легкая;false;false;null
26791-24-24;38 JIC 1,7/8 (90)(Г);JIC;38;1_7_8;90;гайка;легкая;false;false;null
26791-32-32;50 JIC 2,1/2 (90)(Г);JIC;50;2_1_2;90;гайка;легкая;false;false;null
26792-06-08;12 JIC 9/16 (90)(Г);JIC;12;9_16;90;гайка;тяжелая;false;false;null
26792-07-08;12 JIC 5/8 (90)(Г);JIC;12;5_8;90;гайка;тяжелая;false;false;null
26792-08-08;12 JIC 3/4 (90)(Г);JIC;12;3_4;90;гайка;тяжелая;false;false;null
26792-08-10;16 JIC 3/4 (90)(Г);JIC;16;3_4;90;гайка;тяжелая;false;false;null
26792-08-12;20 JIC 3/4 (90)(Г);JIC;20;3_4;90;гайка;тяжелая;false;false;null
26792-10-08;12 JIC 7/8 (90)(Г);JIC;12;7_8;90;гайка;тяжелая;false;false;null
26792-10-10;16 JIC 7/8 (90)(Г);JIC;16;7_8;90;гайка;тяжелая;false;false;null
26792-10-12;20 JIC 7/8 (90)(Г);JIC;20;7_8;90;гайка;тяжелая;false;false;null
26792-12-08;12 JIC 1,1/16 (90)(Г);JIC;12;1_1_16;90;гайка;тяжелая;false;false;null
26792-12-10;16 JIC 1,1/16 (90)(Г);JIC;16;1_1_16;90;гайка;тяжелая;false;false;null
26792-12-12;20 JIC 1,1/16 (90)(Г);JIC;20;1_1_16;90;гайка;тяжелая;false;false;null
26792-12-16;25 JIC 1,1/16 (90)(Г);JIC;25;1_1_16;90;гайка;тяжелая;false;false;null
26792-14-10;16 JIC 1,3/16 (90)(Г);JIC;16;1_3_16;90;гайка;тяжелая;false;false;null
26792-14-12;20 JIC 1,3/16 (90)(Г);JIC;20;1_3_16;90;гайка;тяжелая;false;false;null
26792-14-16;25 JIC 1,3/16 (90)(Г);JIC;25;1_3_16;90;гайка;тяжелая;false;false;null
26792-16-12;20 JIC 1,5/16 (90)(Г);JIC;20;1_5_16;90;гайка;тяжелая;false;false;null
26792-16-16;25 JIC 1,5/16 (90)(Г);JIC;25;1_5_16;90;гайка;тяжелая;false;false;null
26792-16-20;32 JIC 1,5/16 (90)(Г);JIC;32;1_5_16;90;гайка;тяжелая;false;false;null
26792-20-16;25 JIC 1,5/8 (90)(Г);JIC;25;1_5_8;90;гайка;тяжелая;false;false;null
26792-20-20;32 JIC 1,5/8 (90)(Г);JIC;32;1_5_8;90;гайка;тяжелая;false;false;null
26792-24-20;32 JIC 1,7/8 (90)(Г);JIC;32;1_7_8;90;гайка;тяжелая;false;false;null
26792-24-24;38 JIC 1,7/8 (90)(Г);JIC;38;1_7_8;90;гайка;тяжелая;false;false;null
26792-32-32;50 JIC 2,1/2 (90)(Г);JIC;50;2_1_2;90;гайка;тяжелая;false;false;null
26793-20-20;32 JIC 1,5/8 (90)(Г) Interlock;JIC;32;1_5_8;90;гайка;interlock;false;false;null
