id,article,name,standard_1,armature_1,standard_2,armature_2,thread_1,thread_2,s_key,angle
1013,1MC-18-16D A,Адаптер DKМ 18х1.5 Ш - DKOL 16х1.5 Ш S=24,11,2,4,2,7,6,24,1
1014,1MC-18-18 A ,Адаптер DKМ 18х1.5 Ш - DKOL 18х1.5 Ш S=27,11,2,4,2,7,7,27,1
1015,1MC-20-18 A,Адаптер DKМ 20х1.5 Ш - DKOL 18х1.5 Ш S=27,11,2,4,2,8,7,27,1
1016,1MC-20-18-S30 A,Адаптер DKМ 20х1.5 Ш - DKOL 18х1.5 Ш S=30,11,2,4,2,8,7,30,1
1017,1MC-20-22,Адаптер DKМ 20х1.5 Ш - DKOL 22х1.5 Ш S=27,11,2,4,2,8,9,27,1
1018,1MC-20-22 A,Адаптер DKМ 20х1.5 Ш - DKOL 22х1.5 Ш S=27,11,2,4,2,8,9,27,1
1019,1MC-22-26D,Адаптер DKМ 22x1.5 Ш - DKOL 26х1.5 Ш S=27,11,2,4,2,9,11,27,1
1020,1MC-22-26D A,Адаптер DKМ 22x1.5 Ш - DKOL 26х1.5 Ш S=27,11,2,4,2,9,11,27,1
1021,1MC-22-16D,Адаптер DKМ 22х1.5 Ш - DKOL 16х1.5 Ш S=27,11,2,4,2,9,6,27,1
1022,1MC-22-16D A,Адаптер DKМ 22х1.5 Ш - DKOL 16х1.5 Ш S=27,11,2,4,2,9,6,27,1
1023,1MC-22 A,Адаптер DKМ 22х1.5 Ш - DKOL 22х1.5 Ш S=27,11,2,4,2,9,9,27,1
1024,1MC-22,Адаптер DKМ 22х1.5 Ш - DKOL 22х1.5 Ш S=27,11,2,4,2,9,9,27,1
1025,1MC-26-14D A,Адаптер DKМ 26x1.5 Ш - DKOL 14х1.5 Ш S=32,11,2,4,2,11,4,32,1
1026,1MC-26-14D,Адаптер DKМ 26x1.5 Ш - DKOL 14х1.5 Ш S=32,11,2,4,2,11,4,32,1
1027,1MC-26D-30,Адаптер DKМ 26х1.5 Ш - DKOL 30x2 Ш S=32,11,2,4,2,11,14,32,1
1028,1MC-26D-30 A,Адаптер DKМ 26х1.5 Ш - DKOL 30x2 Ш S=32,11,2,4,2,11,14,32,1
1029,1MC-30D-22 A,Адаптер DKМ 30х1.5 Ш - DKOL 22х1.5 Ш S=36,11,2,4,2,13,9,36,1
1030,1MC-30D-22,Адаптер DKМ 30х1.5 Ш - DKOL 22х1.5 Ш S=36,11,2,4,2,13,9,36,1
1031,1MD-27D-24,"Адаптер DKМ 27x1,5 Ш - DKOS 24х1,5 Ш S=32",11,2,4,2,12,10,32,1
1032,1MD-27D-24 A,"Адаптер DKМ 27x1,5 Ш - DKOS 24х1,5 Ш S=32",11,2,4,2,12,10,32,1
1033,3C-12D,Адаптер DKOL Г/Г 12x1.5 - 12x1.5,4,1,4,1,93,93,,1
1034,3C-12D A,Адаптер DKOL Г/Г 12x1.5 - 12x1.5,4,1,4,1,93,93,,1
1035,3C-14D,Адаптер DKOL Г/Г 14x1.5 - 14x1.5,4,1,4,1,86,86,,1
1036,3C-14D A,Адаптер DKOL Г/Г 14x1.5 - 14x1.5 ,4,1,4,1,86,86,,1
1037,3C-16D,Адаптер DKOL Г/Г 16x1.5 - 16x1.5,4,1,4,1,110,110,,1
1038,3C-16D A,Адаптер DKOL Г/Г 16x1.5 - 16x1.5 ,4,1,4,1,110,110,,1
1039,3C-18,Адаптер DKOL Г/Г 18x1.5 - 18x1.5,4,1,4,1,107,107,,1
1040,3C-18 A,Адаптер DKOL Г/Г 18x1.5 - 18x1.5 ,4,1,4,1,107,107,,1
1041,3C-22,Адаптер DKOL Г/Г 22x1.5 - 22x1.5,4,1,4,1,58,58,,1
1042,3C-22 A,Адаптер DKOL Г/Г 22x1.5 - 22x1.5 ,4,1,4,1,58,58,,1
1043,3C-26D,Адаптер DKOL Г/Г 26x1.5 - 26x1.5,4,1,4,1,89,89,,1
1044,3C-26D A,Адаптер DKOL Г/Г 26x1.5 - 26x1.5 ,4,1,4,1,89,89,,1
1045,2C-12D,Адаптер DKOL Ш/Г 12x1.5 - 12x1.5,4,2,4,1,93,93,,1
1046,2C-12D-16D,Адаптер DKOL Ш/Г 12x1.5 - 16x1.5,4,2,4,1,93,110,,1
1047,2C-12D-16D A,Адаптер DKOL Ш/Г 12x1.5 - 16x1.5,4,2,4,1,93,110,,1
1048,2C-12D-18,Адаптер DKOL Ш/Г 12x1.5 - 18x1.5,4,2,4,1,93,107,,1
1049,2C-12D-18 A,Адаптер DKOL Ш/Г 12x1.5 - 18x1.5,4,2,4,1,93,107,,1
1050,2C-12D-26D,Адаптер DKOL Ш/Г 12x1.5 - 26x1.5,4,2,4,1,93,89,,1
1051,2C-12D-26D A,Адаптер DKOL Ш/Г 12x1.5 - 26x1.5,4,2,4,1,93,89,,1
1052,2C-14D,Адаптер DKOL Ш/Г 14x1.5 - 14x1.5,4,2,4,1,86,86,,1
1053,2C-14D A,Адаптер DKOL Ш/Г 14x1.5 - 14x1.5,4,2,4,1,86,86,,1
1054,2C-14D-18,Адаптер DKOL Ш/Г 14x1.5 - 18x1.5,4,2,4,1,86,107,,1
1055,2C-14D-18 A,Адаптер DKOL Ш/Г 14x1.5 - 18x1.5 ,4,2,4,1,86,107,,1
1056,2C-16D,Адаптер DKOL Ш/Г 16x1.5 - 16x1.5,4,2,4,1,110,110,,1
1057,2C-16D A,Адаптер DKOL Ш/Г 16x1.5 - 16x1.5,4,2,4,1,110,110,,1
1058,2C-16D-18,Адаптер DKOL Ш/Г 16x1.5 - 18x1.5,4,2,4,1,110,107,,1
1059,2C-16D-18 A,Адаптер DKOL Ш/Г 16x1.5 - 18x1.5,4,2,4,1,110,107,,1
1060,2C-16D-22,Адаптер DKOL Ш/Г 16x1.5 - 22x1.5,4,2,4,1,110,58,,1
1061,2C-16D-22 A,Адаптер DKOL Ш/Г 16x1.5 - 22x1.5,4,2,4,1,110,58,,1
1062,2C-16D-26D,Адаптер DKOL Ш/Г 16x1.5 - 26x1.5,4,2,4,1,110,89,,1
1063,2C-16D-26D A,Адаптер DKOL Ш/Г 16x1.5 - 26x1.5,4,2,4,1,110,89,,1
1064,2C-18,Адаптер DKOL Ш/Г 18x1.5 - 18x1.5,4,2,4,1,107,107,,1
1065,2C-18 A,Адаптер DKOL Ш/Г 18x1.5 - 18x1.5 ,4,2,4,1,107,107,,1
1066,2C-18-20 A,Адаптер DKOL Ш/Г 18x1.5 - 20x1.5,4,2,4,1,107,109,,1
1067,2C-18-20,Адаптер DKOL Ш/Г 18x1.5 - 20x1.5,4,2,4,1,107,109,,1
1068,2C-18-22,Адаптер DKOL Ш/Г 18x1.5 - 22x1.5,4,2,4,1,107,58,,1
1069,2C-18-22 A,Адаптер DKOL Ш/Г 18x1.5 - 22x1.5 ,4,2,4,1,107,58,,1
1070,2C-22,Адаптер DKOL Ш/Г 22x1.5 - 22x1.5,4,2,4,1,58,58,,1
1071,2C-22 A,Адаптер DKOL Ш/Г 22x1.5 - 22x1.5,4,2,4,1,58,58,,1
1072,2C-22-26D,Адаптер DKOL Ш/Г 22x1.5 - 26x1.5,4,2,4,1,58,89,,1
1073,2C-22-26D A,Адаптер DKOL Ш/Г 22x1.5 - 26x1.5,4,2,4,1,58,89,,1
1074,2C-26D,Адаптер DKOL Ш/Г 26x1.5 - 26x1.5,4,2,4,1,89,89,,1
1075,2C-26D A,Адаптер DKOL Ш/Г 26x1.5 - 26x1.5,4,2,4,1,89,89,,1
1076,2C-26D-30,Адаптер DKOL Ш/Г 26x1.5 - 30x2,4,2,4,1,89,108,,1
1077,2C-26D-30 A,Адаптер DKOL Ш/Г 26x1.5 - 30x2,4,2,4,1,89,108,,1
1078,2C-30,Адаптер DKOL Ш/Г 30x2 - 30x2,4,2,4,1,108,108,,1
1079,2C-30-36,Адаптер DKOL Ш/Г��30x2 - 36x2,4,2,4,1,108,82,,1
1080,2C-30-36 A,Адаптер DKOL Ш/Г 30x2 - 36x2,4,2,4,1,108,82,,1
1081,1C-10,Адаптер DKOL Ш/Ш 10x1 - 10x1,4,2,4,2,1,1,,1
1082,1C-10 A,Адаптер DKOL Ш/Ш 10x1 - 10x1,4,2,4,2,1,1,,1
1083,1C-12,Адаптер DKOL Ш/Ш 12x1 - 12x1,4,2,4,2,73,73,,1
1084,1C-12 A,Адаптер DKOL Ш/Ш 12x1 - 12x1,4,2,4,2,73,73,,1
1085,1C-12D,Адаптер DKOL Ш/Ш 12x1.5 - 12x1.5,4,2,4,2,93,93,,1
1086,1C-12D A,Адаптер DKOL Ш/Ш 12x1.5 - 12x1.5,4,2,4,2,93,93,,1
1087,1C-12D-14D,Адаптер DKOL Ш/Ш 12x1.5 - 14x1.5,4,2,4,2,93,86,,1
1088,1C-12D-14D A,Адаптер DKOL Ш/Ш 12x1.5 - 14x1.5,4,2,4,2,93,86,,1
1089,1C-12D-16D,Адаптер DKOL Ш/Ш 12x1.5 - 16x1.5,4,2,4,2,93,110,,1
1090,1C-12D-16D A,Адаптер DKOL Ш/Ш 12x1.5 - 16x1.5,4,2,4,2,93,110,,1
1091,1C-12D-18,Адаптер DKOL Ш/Ш 12x1.5 - 18x1.5,4,2,4,2,93,107,,1
1092,1C-12D-18 A,Адаптер DKOL Ш/Ш 12x1.5 - 18x1.5,4,2,4,2,93,107,,1
1093,1C-14D A,Адаптер DKOL Ш/Ш 14x1.5 - 14x1.5,4,2,4,2,86,86,,1
1094,1C-14D,Адаптер DKOL Ш/Ш 14x1.5 - 14x1.5,4,2,4,2,86,86,,1
1095,1C-14D-16D,Адаптер DKOL Ш/Ш 14x1.5 - 16x1.5,4,2,4,2,86,110,,1
1096,1C-14D-16D A,Адаптер DKOL Ш/Ш 14x1.5 - 16x1.5,4,2,4,2,86,110,,1
1097,1C-14D-18,Адаптер DKOL Ш/Ш 14x1.5 - 18x1.5,4,2,4,2,86,107,,1
1098,1C-14D-18 A,Адаптер DKOL Ш/Ш 14x1.5 - 18x1.5,4,2,4,2,86,107,,1
1099,1C-14D-22,Адаптер DKOL Ш/Ш 14x1.5 - 22x1.5,4,2,4,2,86,58,,1
1100,1C-14D-22 A,Адаптер DKOL Ш/Ш 14x1.5 - 22x1.5,4,2,4,2,86,58,,1
1101,1C-16D A,Адаптер DKOL Ш/Ш 16x1.5 - 16x1.5,4,2,4,2,110,110,,1
1102,1C-16D,Адаптер DKOL Ш/Ш 16x1.5 - 16x1.5,4,2,4,2,110,110,,1
1103,1C-16D-18,Адаптер DKOL Ш/Ш 16х1.5 - 18х1.5,4,2,4,2,6,107,,1
1104,1C-16D-18 A,Адаптер DKOL Ш/Ш 16х1.5 - 18х1.5,4,2,4,2,6,107,,1
1105,1C-16D-20,Адаптер DKOL Ш/Ш 16х1.5 - 20х1.5,4,2,4,2,6,109,,1
1106,1C-16D-20 A,Адаптер DKOL Ш/Ш 16х1.5 - 20х1.5,4,2,4,2,6,109,,1
1107,1C-16D-22,Адаптер DKOL Ш/Ш 16х1.5 - 22х1.5,4,2,4,2,6,58,,1
1108,1C-16D-22 A,Адаптер DKOL Ш/Ш 16х1.5 - 22х1.5,4,2,4,2,6,58,,1
1109,1C-16D-27D,Адаптер DKOL Ш/Ш 16х1.5 - 27х1.5,4,2,4,2,6,85,,1
1110,1C-16D-27D A,Адаптер DKOL Ш/Ш 16х1.5 - 27х1.5,4,2,4,2,6,85,,1
1111,1C-16D-30D,Адаптер DKOL Ш/Ш 16х1.5 - 30х1.5,4,2,4,2,6,84,,1
1112,1C-16D-30D A,Адаптер DKOL Ш/Ш 16х1.5 - 30х1.5,4,2,4,2,6,84,,1
1113,1C-18 A,Адаптер DKOL Ш/Ш 18x1.5 - 18x1.5,4,2,4,2,107,107,,1
1114,1C-18,Адаптер DKOL Ш/Ш 18x1.5 - 18x1.5,4,2,4,2,107,107,,1
1115,1C-18-20 A,Адаптер DKOL Ш/Ш 18x1.5 - 20x1.5,4,2,4,2,107,109,,1
1116,1C-18-20,Адаптер DKOL Ш/Ш 18x1.5 - 20x1.5,4,2,4,2,107,109,,1
1117,1C-18-22,Адаптер DKOL Ш/Ш 18x1.5 - 22x1.5,4,2,4,2,107,58,,1
1118,1C-18-22 A,Адаптер DKOL Ш/Ш 18x1.5 - 22x1.5,4,2,4,2,107,58,,1
1119,1C-18-24,Адаптер DKOL Ш/Ш 18x1.5 - 24x1.5,4,2,4,2,107,10,,1
1120,1C-18-24 A,Адаптер DKOL Ш/Ш 18x1.5 - 24x1.5,4,2,4,2,107,10,,1
1121,1C-18-26D,Адаптер DKOL Ш/Ш 18x1.5 - 26x1.5,4,2,4,2,107,89,,1
1122,1C-18-26D A,Адаптер DKOL Ш/Ш 18x1.5 - 26x1.5,4,2,4,2,107,89,,1
1123,1C-18-27D,Адаптер DKOL Ш/Ш 18x1.5 - 27x1.5,4,2,4,2,107,85,,1
1124,1C-18-27D A,Адаптер DKOL Ш/Ш 18x1.5 - 27x1.5,4,2,4,2,107,85,,1
1125,1C-20,Адаптер DKOL Ш/Ш 20х1.5 - 20x1.5,4,2,4,2,8,109,,1
1126,1C-20 A,Адаптер DKOL Ш/Ш 20х1.5 - 20x1.5,4,2,4,2,8,109,,1
1127,1C-20-22,Адаптер DKOL Ш/Ш 20х1.5 - 22х1.5,4,2,4,2,8,58,,1
1128,1C-20-22 A,Адаптер DKOL Ш/Ш 20х1.5 - 22х1.5,4,2,4,2,8,58,,1
1129,1C-20-24,Адаптер DKOL Ш/Ш 20х1.5 - 24х1.5,4,2,4,2,8,10,,1
1130,1C-20-24 A,Адаптер DKOL Ш/Ш 20х1.5 - 24х1.5,4,2,4,2,8,10,,1
1131,1C-20-27D,Адаптер DKOL Ш/Ш 20х1.5 - 27х1.5,4,2,4,2,8,85,,1
1132,1C-20-27D A,Адаптер DKOL Ш/Ш 20х1.5 - 27х1.5,4,2,4,2,8,85,,1
1133,1C-22 A,Адаптер DKOL Ш/Ш 22х1.5 - 22х1.5,4,2,4,2,9,58,,1
1134,1C-22,Адаптер DKOL Ш/Ш 22х1.5 - 22х1.5,4,2,4,2,9,58,,1
1135,1C-22-26D,Адаптер DKOL Ш/Ш 22х1.5 - 26х1.5,4,2,4,2,9,89,,1
1136,1C-22-26D A,Адаптер DKOL Ш/Ш 22х1.5 - 26х1.5 S=27,4,2,4,2,9,89,27,1
1137,1C-22-27D,Адаптер DKOL Ш/Ш 22х1.5 - 27х1.5,4,2,4,2,9,85,,1
1138,1C-22-27D A,Адаптер DKOL Ш/Ш 22х1.5 - 27х1.5,4,2,4,2,9,85,,1
1139,1C-26D,Адаптер DKOL Ш/Ш 26х1.5 - 26х1.5,4,2,4,2,11,89,,1
1140,1C-26D A,Адаптер DKOL Ш/Ш 26х1.5 - 26х1.5,4,2,4,2,11,89,,1
1141,1C-26D-27,Адаптер DKOL Ш/Ш 26х1.5 - 27x2,4,2,4,2,11,92,,1
1142,1C-26D-27 A,Адаптер DKOL Ш/Ш 26х1.5 - 27x2,4,2,4,2,11,92,,1
1143,1C-26D-30,Адаптер DKOL Ш/Ш 26х1.5 - 30х2,4,2,4,2,11,108,,1
1144,1C-26D-30 A,Адаптер DKOL Ш/Ш 26х1.5 - 30х2,4,2,4,2,11,108,,1
1145,1C-27D A,Адаптер DKOL Ш/Ш 27х1.5 - 27х1.5,4,2,4,2,12,85,,1
1146,1C-27D,Адаптер DKOL Ш/Ш 27х1.5 - 27х1.5,4,2,4,2,12,85,,1
1147,1C-27,Адаптер DKOL Ш/Ш 27х2 - 27х2,4,2,4,2,119,92,,1
1148,1C-27 A,Адаптер DKOL Ш/Ш 27х2 - 27х2,4,2,4,2,119,92,,1
1149,1C-30-36,Адаптер DKOL Ш/Ш 30x2 - 36х2,4,2,4,2,108,82,,1
1150,1C-30-36 A,Адаптер DKOL Ш/Ш 30x2 - 36х2,4,2,4,2,108,82,,1
1151,1C-30D,Адаптер DKOL Ш/Ш 30х1.5 - 30х1.5,4,2,4,2,13,84,,1
1152,1C-30D A,Адаптер DKOL Ш/Ш 30х1.5 - 30х1.5,4,2,4,2,13,84,,1
1153,1C-30,Адаптер DKOL Ш/Ш 30х2 - 30х2,4,2,4,2,14,108,,1
1154,1C-30 A,Адаптер DKOL Ш/Ш 30х2 - 30х2,4,2,4,2,14,108,,1
1155,1C-36,Адаптер DKOL Ш/Ш 36х2 - 36х2,4,2,4,2,82,82,,1
1156,1C-36 A,Адаптер DKOL Ш/Ш 36х2 - 36х2,4,2,4,2,82,82,,1
1157,1CD-16D-20,"Адаптер DKOL 16х1,5 Ш - DKOS 20x1,5 Ш",4,2,5,2,6,8,,1
1158,1CD-16D-20 A,"Адаптер DKOL 16х1,5 Ш - DKOS 20x1,5 Ш",4,2,5,2,6,8,,1
1159,1CD-16D-24,"Адаптер DKOL 16х1,5 Ш - DKOS 24x1,5 Ш",4,2,5,2,6,10,,1
1160,1CD-16D-24 A,"Адаптер DKOL 16х1,5 Ш - DKOS 24x1,5 Ш",4,2,5,2,6,10,,1
1161,1CD-18-20,"Адаптер DKOL 18х1,5 Ш - DKOS 20x1,5 Ш",4,2,5,2,7,8,,1
1162,1CD-18-20 A,"Адаптер DKOL 18х1,5 Ш - DKOS 20x1,5 Ш",4,2,5,2,7,8,,1
1163,1CD-26D-24,"Адаптер DKOL 26х1,5 Ш - DKOS 24x1,5 Ш",4,2,5,2,11,10,,1
1164,1CD-26D-24 A,"Адаптер DKOL 26х1,5 Ш - DKOS 24x1,5 Ш",4,2,5,2,11,10,,1
1165,2D-20,"Адаптер DKOS Ш/Г 20x1,5 - 20x1,5",5,2,5,1,109,109,,1
1166,2D-20 A,"Адаптер DKOS Ш/Г 20x1,5 - 20x1,5",5,2,5,1,109,109,,1
1167,2D-22,"Адаптер DKOS Ш/Г 22x1,5 - 22x1,5",5,2,5,1,58,58,,1
1168,2D-22 A,"Адаптер DKOS Ш/Г 22x1,5 - 22x1,5 ",5,2,5,1,58,58,,1
1169,2D-24-30,"Адаптер DKOS Ш/Г 24x1,5 - 30x2",5,2,5,1,80,108,,1
1170,2D-24-30 A,"Адаптер DKOS Ш/Г 24x1,5 - 30x2",5,2,5,1,80,108,,1
1171,2D-42,Адаптер DKOS Ш/Г 42x2 - 42x2,5,2,5,1,81,81,,1
1172,2D-42 A,Адаптер DKOS Ш/Г 42x2 - 42x2,5,2,5,1,81,81,,1
1173,1D-14D,"Адаптер DKOS Ш/Ш 14x1,5 - 14x1,5",5,2,5,2,86,86,,1
1174,1D-14D A,"Адаптер DKOS Ш/Ш 14x1,5 - 14x1,5",5,2,5,2,86,86,,1
1175,1D-16D,"Адаптер DKOS Ш/Ш 16x1,5 - 16x1,5",5,2,5,2,110,110,,1
1176,1D-16D A,"Адаптер DKOS Ш/Ш 16x1,5 - 16x1,5",5,2,5,2,110,110,,1
1177,1D-16D-18,"Адаптер DKOS Ш/Ш 16x1,5 - 18x1,5",5,2,5,2,110,107,,1
1178,1D-16D-18 A,"Адаптер DKOS Ш/Ш 16x1,5 - 18x1,5",5,2,5,2,110,107,,1
1179,1D-16D-20,"Адаптер DKOS Ш/Ш 16x1,5 - 20x1,5",5,2,5,2,110,109,,1
1180,1D-16D-20 A,"Адаптер DKOS Ш/Ш 16x1,5 - 20x1,5",5,2,5,2,110,109,,1
1181,1D-18,"Адаптер DKOS Ш/Ш 18x1,5 - 18x1,5",5,2,5,2,107,107,,1
1182,1D-18 A,"Адаптер DKOS Ш/Ш 18x1,5 - 18x1,5",5,2,5,2,107,107,,1
1183,1D-18-20,"Адаптер DKOS Ш/Ш 18x1,5 - 20x1,5",5,2,5,2,107,109,,1
1184,1D-18-20 A,"Адаптер DKOS Ш/Ш 18x1,5 - 20x1,5",5,2,5,2,107,109,,1
1185,1D-18-22,"Адаптер DKOS Ш/Ш 18x1,5 - 22x1,5",5,2,5,2,107,58,,1
1186,1D-18-22 A,"Адаптер DKOS Ш/Ш 18x1,5 - 22x1,5",5,2,5,2,107,58,,1
1187,1D-18-24,"Адаптер DKOS Ш/Ш 18x1,5 - 24x1,5",5,2,5,2,107,10,,1
1188,1D-18-24 A,"Адаптер DKOS Ш/Ш 18x1,5 - 24x1,5",5,2,5,2,107,10,,1
1189,1D-20 A,"Адаптер DKOS Ш/Ш 20x1,5 - 20x1,5",5,2,5,2,109,109,,1
1190,1D-20-S27 A,"Адаптер DKOS Ш/Ш 20x1,5 - 20x1,5",5,2,5,2,109,109,,1
1191,1D-20,"Адаптер DKOS Ш/Ш 20x1,5 - 20x1,5",5,2,5,2,109,109,,1
1192,1D-20-22,"Адаптер DKOS Ш/Ш 20х1,5 - 22х1,5",5,2,5,2,109,58,,1
1193,1D-20-22 A,"Адаптер DKOS Ш/Ш 20х1,5 - 22х1,5",5,2,5,2,109,58,,1
1194,1D-20-24,"Адаптер DKOS Ш/Ш 20х1,5 - 24х1,5",5,2,5,2,109,10,,1
1195,1D-20-24 A,"Адаптер DKOS Ш/Ш 20х1,5 - 24х1,5",5,2,5,2,109,10,,1
1196,1D-22,"Адаптер DKOS Ш/Ш 22x1,5 - 22x1,5",5,2,5,2,109,58,,1
1197,1D-22 A,"Адаптер DKOS Ш/Ш 22x1,5 - 22x1,5",5,2,5,2,58,58,,1
1198,1D-22-24,"Адаптер DKOS Ш/Ш 22x1,5 - 24x1,5",5,2,5,2,58,10,,1
1199,1D-22-24 A,"Адаптер DKOS Ш/Ш 22x1,5 - 24x1,5",5,2,5,2,58,10,,1
1200,1D-22-26D,"Адаптер DKOS Ш/Ш 22x1,5 - 26x1,5",5,2,5,2,58,89,,1
1201,1D-22-26D A,"Адаптер DKOS Ш/Ш 22x1,5 - 26x1,5",5,2,5,2,58,89,,1
1202,1D-22-27D,"Адаптер DKOS Ш/Ш 22x1,5 - 27x1,5",5,2,5,2,58,85,,1
1203,1D-22-27D A,"Адаптер DKOS Ш/Ш 22x1,5 - 27x1,5",5,2,5,2,58,85,,1
1204,1D-24 A,"Адаптер DKOS Ш/Ш 24x1,5 - 24x1,5",5,2,5,2,58,10,,1
1205,1D-24,"Адаптер DKOS Ш/Ш 24x1,5 - 24x1,5",5,2,5,2,80,10,,1
1206,1D-24-30,"Адаптер DKOS Ш/Ш 24x1,5 - 30x2",5,2,5,2,80,108,,1
1207,1D-24-30 A,"Адаптер DKOS Ш/Ш 24x1,5 - 30x2",5,2,5,2,80,108,,1
1208,1D-26D,"Адаптер DKOS Ш/Ш 26x1,5 - 26x1,5",5,2,5,2,89,89,,1
1209,1D-26D A,"Адаптер DKOS Ш/Ш 26x1,5 - 26x1,5",5,2,5,2,89,89,,1
1210,1D-27,Адаптер DKOS Ш/Ш 27х2 - 27х2,5,2,5,2,92,92,,1
1211,1D-27 A,Адаптер DKOS Ш/Ш 27х2 - 27х2,5,2,5,2,92,92,,1
1212,1D-30,Адаптер DKOS Ш/Ш 30x2 - 30x2,5,2,5,2,108,108,,1
1213,1D-30 A,Адаптер DKOS Ш/Ш 30x2 - 30x2,5,2,5,2,108,108,,1
1214,1D-30-36,Адаптер DKOS Ш/Ш 30x2 - 36x2,5,2,5,2,108,82,,1
1215,1D-30-36 A,Адаптер DKOS Ш/Ш 30x2 - 36x2,5,2,5,2,108,82,,1
1216,1D-36,Адаптер DKOS Ш/Ш 36х2 - 36х2,5,2,5,2,82,82,,1
1217,1D-36 A,Адаптер DKOS Ш/Ш 36х2 - 36х2,5,2,5,2,82,82,,1
1218,1D-42,Адаптер DKOS Ш/Ш 42х2 - 42х2,5,2,5,2,81,81,,1
1219,1D-42 A,Адаптер DKOS Ш/Ш 42х2 - 42х2,5,2,5,2,81,81,,1
1220,1D-52,Адаптер DKOS Ш/Ш 52х2 - 52х2,5,2,5,2,83,83,,1
1221,1D-52 A,Адаптер DKOS Ш/Ш 52х2 - 52х2,5,2,5,2,83,83,,1
1222,3J-12,"Адаптер JIC Г/Г 1.1/16""-1.1/16""",8,1,8,1,41,41,,1
1223,3J-12 A,"Адаптер JIC Г/Г 1.1/16""-1.1/16""",8,1,8,1,41,41,,1
1224,3J-08,"Адаптер JIC Г/Г 3/4""-3/4""",8,1,8,1,24,24,,1
1225,3J-08 A,"Адаптер JIC Г/Г 3/4""-3/4""",8,1,8,1,24,24,,1
1226,3J-04,"Адаптер JIC Г/Г 7/16""-7/16""",8,1,8,1,29,29,,1
1227,3J-04 A,"Адаптер JIC Г/Г 7/16""-7/16""",8,1,8,1,29,29,,1
1228,3J-10,"Адаптер JIC Г/Г 7/8""-7/8""",8,1,8,1,35,35,,1
1229,3J-10 A,"Адаптер JIC Г/Г 7/8""-7/8""",8,1,8,1,35,35,,1
1230,3J-06,"Адаптер JIC Г/Г 9/16""-9/16""",8,1,8,1,36,36,,1
1231,3J-06 A,"Адаптер JIC Г/Г 9/16""-9/16""",8,1,8,1,36,36,,1
1232,2J-08,"Адаптер JIC Ш/Г 3/4""-3/4""",8,2,8,1,24,24,,1
1233,2J-08 A,"Адаптер JIC Ш/Г 3/4""-3/4""",8,2,8,1,24,24,,1
1234,2J-06-12,"Адаптер JIC Ш/Г 9/16""-1.1/16""",8,2,8,1,36,41,,1
1235,2J-06-12 A,"Адаптер JIC Ш/Г 9/16""-1.1/16""",8,2,8,1,36,41,,1
1236,2J-06-08,"Адаптер JIC Ш/Г 9/16""-3/4""",8,2,8,1,36,24,,1
1237,2J-06-08 A,"Адаптер JIC Ш/Г 9/16""-3/4""",8,2,8,1,36,24,,1
1238,1J-12,"Адаптер JIC Ш/Ш 1.1/16""-1.1/16""",8,2,8,2,41,41,,1
1239,1J-12 A,"Адаптер JIC Ш/Ш 1.1/16""-1.1/16""",8,2,8,2,41,41,,1
1240,1J-05,"Адаптер JIC Ш/Ш 1/2""-1/2""",8,2,8,2,22,22,,1
1241,1J-05 A,"Адаптер JIC Ш/Ш 1/2""-1/2""",8,2,8,2,22,22,,1
1242,1J-08,"Адаптер JIC Ш/Ш 3/4""-3/4""",8,2,8,2,24,24,,1
1243,1J-08 A,"Адаптер JIC Ш/Ш 3/4""-3/4""",8,2,8,2,24,24,,1
1244,1J-08-10,"Адаптер JIC Ш/Ш 3/4""-7/8""",8,2,8,2,24,35,,1
1245,1J-08-10 A,"Адаптер JIC Ш/Ш 3/4""-7/8""",8,2,8,2,24,35,,1
1246,1J-07,"Адаптер JIC Ш/Ш 5/8""-5/8""",8,2,8,2,37,37,,1
1247,1J-07 A,"Адаптер JIC Ш/Ш 5/8""-5/8""",8,2,8,2,37,37,,1
1248,1J-04,"Адаптер JIC Ш/Ш 7/16""-7/16""",8,2,8,2,29,29,,1
1249,1J-04 A,"Адаптер JIC Ш/Ш 7/16""-7/16""",8,2,8,2,29,29,,1
1250,1J-04-06,"Адаптер JIC Ш/Ш 7/16""-9/16""",8,2,8,2,29,36,,1
1251,1J-04-06 A,"Адаптер JIC Ш/Ш 7/16""-9/16""",8,2,8,2,29,36,,1
1252,1J-10-12,"Адаптер JIC Ш/Ш 7/8""-1.1/16""",8,2,8,2,35,41,,1
1253,1J-10-12 A,"Адаптер JIC Ш/Ш 7/8""-1.1/16""",8,2,8,2,35,41,,1
1254,1J-10,"Адаптер JIC Ш/Ш 7/8""-7/8""",8,2,8,2,35,35,,1
1255,1J-10 A,"Адаптер JIC Ш/Ш 7/8""-7/8""",8,2,8,2,35,35,,1
1256,1J-06-08,"Адаптер JIC Ш/Ш 9/16""-3/4""",8,2,8,2,36,24,,1
1257,1J-06-08 A,"Адаптер JIC Ш/Ш 9/16""-3/4""",8,2,8,2,36,24,,1
1258,1J-06,"Адаптер JIC Ш/Ш 9/16""-9/16""",8,2,8,2,36,36,,1
1259,1J-06 A,"Адаптер JIC Ш/Ш 9/16""-9/16""",8,2,8,2,36,36,,1
1260,1JC-08-18,"Адаптер JIC 3/4"" Ш - DKOL 18x1.5 Ш",8,2,4,2,24,7,,1
