id,article,name,standard_1,armature_1,standard_2,armature_2,thread_1,thread_2,s_key,angle
1261,1JC-06-18,"Адаптер JIC 9/16"" Ш - DKOL 18x1.5 Ш",8,2,4,2,36,7,,1
1262,1JC-06-18 A,"Адаптер JIC 9/16"" Ш - DKOL 18x1.5 Ш",8,2,4,2,36,7,,1
1263,1JN-04-02,"Адаптер JIC 7/16"" Ш - NPTF 1/8"" Ш",8,2,10,2,29,28,,1
1264,1JN-04-02 A,"Адаптер JIC 7/16"" Ш - NPTF 1/8"" Ш",8,2,10,2,29,28,,1
1265,1JN-06-04,"Адаптер JIC 9/16"" Ш - NPTF 1/4"" Ш",8,2,10,2,36,23,,1
1266,1JN-06-04 A,"Адаптер JIC 9/16"" Ш - NPTF 1/4"" Ш",8,2,10,2,36,23,,1
1267,1JN-06,"Адаптер JIC 9/16"" Ш - NPTF 3/8"" Ш",8,2,10,2,36,25,,1
1268,1JN-06 A,"Адаптер JIC 9/16"" Ш - NPTF 3/8"" Ш",8,2,10,2,36,25,,1
1269,1K-16D,"Адаптер JIS Ш/Ш 16x1,5 - 16x1,5 S=22",7,2,7,2,6,6,22,1
1270,1K-16D A,"Адаптер JIS Ш/Ш 16x1,5 - 16x1,5 S=22",7,2,7,2,6,6,22,1
1271,1K-18,"Адаптер JIS Ш/Ш 18x1,5 - 18x1,5 S=24",7,2,7,2,7,7,24,1
1272,1K-18 A,"Адаптер JIS Ш/Ш 18x1,5 - 18x1,5 S=24",7,2,7,2,7,7,24,1
1273,1K-20,"Адаптер JIS Ш/Ш 20x1,5 - 20x1,5 S=27",7,2,7,2,118,118,27,1
1274,1K-20 A,"Адаптер JIS Ш/Ш 20x1,5 - 20x1,5 S=27",7,2,7,2,118,118,27,1
1275,1K-22,"Адаптер JIS Ш/Ш 22x1,5 - 22x1,5 S=27",7,2,7,2,111,111,27,1
1276,1K-22 A,"Адаптер JIS Ш/Ш 22x1,5 - 22x1,5 S=27",7,2,7,2,111,111,27,1
1277,1K-24,"Адаптер JIS Ш/Ш 24x1,5 - 24x1,5 S=30",7,2,7,2,115,115,30,1
1278,1K-24 A,"Адаптер JIS Ш/Ш 24x1,5 - 24x1,5 S=30",7,2,7,2,115,115,30,1
1279,1K-27D,"Адаптер JIS Ш/Ш 27x1,5 - 27x1,5 S=32",7,2,7,2,116,116,32,1
1280,1K-27D A,"Адаптер JIS Ш/Ш 27x1,5 - 27x1,5 S=32",7,2,7,2,116,116,32,1
1281,1N-16,"Адаптер NPTF Ш/Ш 1""-1""",10,2,10,2,21,21,,1
1282,1N-16 A,"Адаптер NPTF Ш/Ш 1""-1""",10,2,10,2,21,21,,1
1283,1N-08-16,"Адаптер NPTF Ш/Ш 1/2""-1""",10,2,10,2,22,21,,1
1284,1N-08-16 A,"Адаптер NPTF Ш/Ш 1/2""-1""",10,2,10,2,22,21,,1
1285,1N-08,"Адаптер NPTF Ш/Ш 1/2""-1/2""",10,2,10,2,22,22,,1
1286,1N-08 A,"Адаптер NPTF Ш/Ш 1/2""-1/2""",10,2,10,2,22,22,,1
1287,1N-08-12,"Адаптер NPTF Ш/Ш 1/2""-3/4""",10,2,10,2,22,24,,1
1288,1N-08-12 A,"Адаптер NPTF Ш/Ш 1/2""-3/4""",10,2,10,2,22,24,,1
1289,1N-04,"Адаптер NPTF Ш/Ш 1/4""-1/4""",10,2,10,2,23,23,,1
1290,1N-04 A,"Адаптер NPTF Ш/Ш 1/4""-1/4""",10,2,10,2,23,23,,1
1291,1N-32,"Адаптер NPTF Ш/Ш 2""-2""",10,2,10,2,49,49,,1
1292,1N-32 A,"Адаптер NPTF Ш/Ш 2""-2""",10,2,10,2,49,49,,1
1293,1N-12-16,"Адаптер NPTF Ш/Ш 3/4""-1""",10,2,10,2,24,21,,1
1294,1N-12-16 A,"Адаптер NPTF Ш/Ш 3/4""-1""",10,2,10,2,24,21,,1
1295,1N-12,"Адаптер NPTF Ш/Ш 3/4""-3/4""",10,2,10,2,24,24,,1
1296,1N-12 A,"Адаптер NPTF Ш/Ш 3/4""-3/4""",10,2,10,2,24,24,,1
1297,1N-06,"Адаптер NPTF Ш/Ш 3/8""-3/8""",10,2,10,2,25,25,,1
1298,1N-06 A,"Адаптер NPTF Ш/Ш 3/8""-3/8""",10,2,10,2,25,25,,1
1299,1NC-08-26D,"Адаптер NPTF 1/2"" Ш - DKOL 26х1,5 Ш",10,2,4,2,22,11,,1
1300,1NC-08-26D A,"Адаптер NPTF 1/2"" Ш - DKOL 26х1,5 Ш",10,2,4,2,22,11,,1
1301,1NC-04-14D,"Адаптер NPTF 1/4"" Ш - DKOL 14х1,5 Ш",10,2,4,2,23,4,,1
1302,1NC-04-14D A,"Адаптер NPTF 1/4"" Ш - DKOL 14х1,5 Ш",10,2,4,2,23,4,,1
1303,1NC-04-16D,"Адаптер NPTF 1/4"" Ш - DKOL 16х1,5 Ш",10,2,4,2,23,6,,1
1304,1NC-04-16D A,"Адаптер NPTF 1/4"" Ш - DKOL 16х1,5 Ш",10,2,4,2,23,6,,1
1305,1NC-02-12D,"Адаптер NPTF 1/8"" Ш - DKOL 12х1,5 Ш",10,2,4,2,28,3,,1
1306,1ND-06-22 A,"Адаптер NPTF 3/8"" Ш - DKOS 22х1,5 Ш",10,2,5,2,25,9,,1
1307,1ND-06-22,"Адаптер NPTF 3/8"" Ш - DKOS 22х1,5 Ш",10,2,5,2,25,9,,1
1308,3F-06,"Адаптер ORFS Г/Г 11/16""-11/16""",9,1,9,1,31,31,,1
1309,3F-06 A,"Адаптер ORFS Г/Г 11/16""-11/16""",9,1,9,1,31,31,,1
1310,3F-08,"Адаптер ORFS Г/Г 13/16""-13/16""",9,1,9,1,32,32,,1
1311,3F-08 A,"Адаптер ORFS Г/Г 13/16""-13/16""",9,1,9,1,32,32,,1
1312,1F-10,"Адаптер ORFS Ш/Ш 1""-1""",9,2,9,2,21,21,,1
1313,1F-10 A,"Адаптер ORFS Ш/Ш 1""-1"" S=27 ",9,2,9,2,21,21,,1
1314,1F-10-12,"Адаптер ORFS Ш/Ш 1""-1,3/16""",9,2,9,2,21,21,,1
1315,1F-10-12 A,"Адаптер ORFS Ш/Ш 1""-1,3/16""",9,2,9,2,21,21,,1
1316,1F-12,"Адаптер ORFS Ш/Ш 1,3/16""-1,3/16""",9,2,9,2,79,79,,1
1317,1F-12 A,"Адаптер ORFS Ш/Ш 1,3/16""-1,3/16""",9,2,9,2,79,79,,1
1318,1F-12-16,"Адаптер ORFS Ш/Ш 1,3/16""-1,7/16""",9,2,9,2,79,79,,1
1319,1F-12-16 A,"Адаптер ORFS Ш/Ш 1,3/16""-1,7/16""",9,2,9,2,79,79,,1
1320,1F-16,"Адаптер ORFS Ш/Ш 1,7/16""-1,7/16""",9,2,9,2,77,77,,1
1321,1F-16 A,"Адаптер ORFS Ш/Ш 1,7/16""-1,7/16""",9,2,9,2,77,77,,1
1322,1F-06,"Адаптер ORFS Ш/Ш 11/16""-11/16""",9,2,9,2,31,31,,1
1323,1F-06 A,"Адаптер ORFS Ш/Ш 11/16""-11/16""",9,2,9,2,31,31,,1
1324,1F-06-08,"Адаптер ORFS Ш/Ш 11/16""-13/16""",9,2,9,2,31,31,,1
1325,1F-06-08 A,"Адаптер ORFS Ш/Ш 11/16""-13/16""",9,2,9,2,31,31,,1
1326,1F-08-10,"Адаптер ORFS Ш/Ш 13/16""-1""",9,2,9,2,32,32,,1
1327,1F-08-10 A,"Адаптер ORFS Ш/Ш 13/16""-1""",9,2,9,2,32,32,,1
1328,1F-08,"Адаптер ORFS Ш/Ш 13/16""-13/16""",9,2,9,2,32,32,,1
1329,1F-08 A,"Адаптер ORFS Ш/Ш 13/16""-13/16""",9,2,9,2,32,32,,1
1330,1F-04,"Адаптер ORFS Ш/Ш 9/16""-9/16""",9,2,9,2,36,36,,1
1331,1F-04 A,"Адаптер ORFS Ш/Ш 9/16""-9/16""",9,2,9,2,36,36,,1
1332,6FG4-16LN,"Адаптер 45° ORFS 1.7/16"" Ш - BSP 1"" Ш + к.г.",9,2,9,2,77,21,,2
1333,1BG9-16OG,"Адаптер 90° BSP 1"" Ш - G 1"" Ш + к.г.",1,2,1,2,21,21,,3
1334,6B9-16LN,"Адаптер 90° BSP 1"" Ш - G 1"" Ш + к.г.",1,2,1,2,21,21,,3
1335,1BG9-08OG,"Адаптер 90° BSP 1/2"" Ш - G 1/2"" Ш + к.г.",1,2,1,2,22,22,,3
1336,6B9-08LN,"Адаптер 90° BSP 1/2"" Ш - G 1/2"" Ш + к.г.",1,2,1,2,22,22,,3
1337,1BG9-04OG,"Адаптер 90° BSP 1/4"" Ш - G 1/4"" Ш + к.г.",1,2,1,2,23,23,,3
1338,6B9-04LN,"Адаптер 90° BSP 1/4"" Ш - G 1/4"" Ш + к.г.",1,2,1,2,23,23,,3
1339,1BG9-12OG,"Адаптер 90° BSP 3/4"" Ш - G 3/4"" Ш + к.г.",1,2,1,2,24,24,,3
1340,6B9-12LN,"Адаптер 90° BSP 3/4"" Ш - G 3/4"" Ш + к.г.",1,2,1,2,24,24,,3
1341,1BG9-06OG,"Адаптер 90° BSP 3/8"" Ш - G 3/8"" Ш + к.г.",1,2,1,2,25,25,,3
1342,6B9-06LN,"Адаптер 90° BSP 3/8"" Ш - G 3/8"" Ш + к.г.",1,2,1,2,25,25,,3
1343,TN 514-6LR,"Адаптер 90° DKOL 12*1.5 Ш - G 1/8"" Ш + к.г.",4,2,4,2,3,28,,3
1344,TN 514-8LR,"Адаптер 90° DKOL 14*1.5 Ш - G 1/4"" Ш + к.г.",4,2,4,2,4,23,,3
1345,6JG9-12OG,"Адаптер 90° JIC 1.1/16"" Ш - G 3/4"" Ш + к.г.",8,2,8,2,41,24,,3
1346,6BF9-06-04LN,"Адаптер 90° BSP 3/8"" Ш - ORFS 9/16"" Ш + к.г.",1,2,9,2,25,36,,3
1347,6FG9-16OG,"Адаптер 90° ORFS 1.7/16"" Ш - G 1"" Ш + к.г.",9,2,9,2,77,21,,3
1348,6C9-16LN,"Адаптер 90° DKOL 16x1,5 Ш - DKOL 16x1,5 Ш + к.г.",4,2,4,2,6,6,,3
1349,6C9-18LN,"Адаптер 90° DKOL 18x1,5 Ш - DKOL 18x1,5 Ш + к.г.",4,2,4,2,7,7,,3
1350,6C9-22LN,"Адаптер 90° DKOL 22x1,5 Ш - DKOL 22x1,5 Ш + к.г.",4,2,4,2,9,9,,3
1351,6BC-08-18LN A,"Адаптер BSP 1/2"" Ш - DKOL М18х1,5 Ш + к.г.",1,2,4,2,22,7,,1
1352,6BC-08-18LN,"Адаптер BSP 1/2"" Ш - DKOL М18х1,5 Ш + к.г.",1,2,4,2,22,7,,1
1353,6BC-08-22LN A,"Адаптер BSP 1/2"" Ш - DKOL М22х1,5 Ш + к.г.",1,2,4,2,22,9,,1
1354,6BC-08-22LN,"Адаптер BSP 1/2"" Ш - DKOL М22х1,5 Ш + к.г.",1,2,4,2,22,9,,1
1355,6BC-08-26DLN A,"Адаптер BSP 1/2"" Ш - DKOL М26х1,5 Ш + к.г.",1,2,4,2,22,11,,1
1356,6BC-08-26DLN,"Адаптер BSP 1/2"" Ш - DKOL М26х1,5 Ш + к.г.",1,2,4,2,22,11,,1
1357,6BC-04-14DLN A,"Адаптер BSP 1/4"" Ш - DKOL М14х1,5 Ш + к.г.",1,2,4,2,23,4,,1
1358,6BC-04-14DLN,"Адаптер BSP 1/4"" Ш - DKOL М14х1,5 Ш + к.г.",1,2,4,2,23,4,,1
1359,6BC-04-16DLN A,"Адаптер BSP 1/4"" Ш - DKOL М16х1,5 Ш + к.г.",1,2,4,2,23,6,,1
1360,6BC-04-16DLN,"Адаптер BSP 1/4"" Ш - DKOL М16х1,5 Ш + к.г.",1,2,4,2,23,6,,1
1361,6BС-12-26DLN A,"Адаптер BSP 3/4"" Ш - DKOL M26x1,5 Ш + к.г.",1,2,4,2,24,89,,1
1362,6BС-12-26DLN,"Адаптер BSP 3/4"" Ш - DKOL M26x1,5 Ш + к.г.",1,2,4,2,24,89,,1
1363,6BС-12-30LN A,"Адаптер BSP 3/4"" Ш - DKOL M30x2 Ш + к.г.",1,2,4,2,24,108,,1
1364,6BС-12-30LN,"Адаптер BSP 3/4"" Ш - DKOL M30x2 Ш + к.г.",1,2,4,2,24,108,,1
1365,6BC-06-18LN A,"Адаптер BSP 3/8"" Ш - DKOL М18х1,5 Ш + к.г.",1,2,4,2,25,7,,1
1366,6BC-06-18LN,"Адаптер BSP 3/8"" Ш - DKOL М18х1,5 Ш + к.г.",1,2,4,2,25,7,,1
1367,6B-16LN,"Адаптер BSP 1"" Ш - BSP 1"" Ш + к.г.",1,2,1,2,21,21,,1
1368,6B-16LN A,"Адаптер BSP 1"" Ш - BSP 1"" Ш + к.г.",1,2,1,2,21,21,,1
1369,6B-20LN,"Адаптер BSP 1,1/4"" Ш - BSP 1,1/4"" Ш + к.г.",1,2,1,2,51,51,,1
1370,6B-20LN A,"Адаптер BSP 1,1/4"" Ш - BSP 1,1/4"" Ш + к.г.",1,2,1,2,51,51,,1
1371,6B-08LN,"Адаптер BSP 1/2"" Ш - BSP 1/2"" Ш + к.г. ",1,2,1,2,22,22,,1
1372,6B-08LN A,"Адаптер BSP 1/2"" Ш - BSP 1/2"" Ш + к.г. ",1,2,1,2,26,22,,1
1373,6B-04LN,"Адаптер BSP 1/4"" Ш - BSP 1/4"" Ш + к.г.",1,2,1,2,23,23,,1
1374,6B-04LN A,"Адаптер BSP 1/4"" Ш - BSP 1/4"" Ш + к.г.",1,2,1,2,27,23,,1
1375,6B-12LN,"Адаптер BSP 3/4"" Ш - BSP 3/4"" Ш + к.г",1,2,1,2,24,24,,1
1376,6B-12LN A,"Адаптер BSP 3/4"" Ш - BSP 3/4"" Ш + к.г",1,2,1,2,24,24,,1
1377,6B-06LN,"Адаптер BSP 3/8"" Ш - BSP 3/8"" Ш + к.г. ",1,2,1,2,25,25,,1
1378,6B-06LN A,"Адаптер BSP 3/8"" Ш - BSP 3/8"" Ш + к.г. ",1,2,1,2,25,25,,1
1379,6B-10LN,"Адаптер BSP 5/8"" Ш - BSP 5/8"" Ш + к.г.",1,2,1,2,37,37,,1
1380,6B-10LN A,"Адаптер BSP 5/8"" Ш - BSP 5/8"" Ш + к.г.",1,2,1,2,37,37,,1
1381,6C-14DLN,"Адаптер DKOL 14x1,5 Ш - DKOL 14x1,5 Ш + к.г.",4,2,4,2,4,4,,1
1382,6C-14DLN A,"Адаптер DKOL 14x1,5 Ш - DKOL 14x1,5 Ш + к.г.",4,2,4,2,4,4,,1
1383,6C-16DLN,"Адаптер DKOL 16x1,5 Ш - DKOL 16x1,5 Ш + к.г.",4,2,4,2,6,6,,1
1384,6C-16DLN A,"Адаптер DKOL 16x1,5 Ш - DKOL 16x1,5 Ш + к.г.",4,2,4,2,6,6,,1
1385,6C-18LN,"Адаптер DKOL 18x1,5 Ш - DKOL 18x1,5 Ш + к.г.",4,2,4,2,7,7,,1
1386,6C-18LN A,"Адаптер DKOL 18x1,5 Ш - DKOL 18x1,5 Ш + к.г.",4,2,4,2,7,7,,1
1387,6C-22LN,"Адаптер DKOL 22x1,5 Ш - DKOL 22x1,5 Ш + к.г.",4,2,4,2,111,111,,1
1388,6C-22LN A,"Адаптер DKOL 22x1,5 Ш - DKOL 22x1,5 Ш + к.г.",4,2,4,2,111,111,,1
1389,6C-26DLN,"Адаптер DKOL 26x1,5 Ш - DKOL 26x1,5 Ш + к.г.",4,2,4,2,117,117,,1
1390,6C-26DLN A,"Адаптер DKOL 26x1,5 Ш - DKOL 26x1,5 Ш + к.г.",4,2,4,2,117,117,,1
1391,6D-20LN,"Адаптер DKOS 20x1,5 Ш - DKOS 20x1,5 Ш + к.г.",5,2,5,2,8,8,,1
1392,6D-20LN A,"Адаптер DKOS 20x1,5 Ш - DKOS 20x1,5 Ш + к.г.",5,2,5,2,8,8,,1
1393,6D-24LN,"Адаптер DKOS 24x1,5 Ш - DKOS 24x1,5 Ш + к.г.",5,2,5,2,10,10,,1
1394,6D-24LN A,"Адаптер DKOS 24x1,5 Ш - DKOS 24x1,5 Ш + к.г.",5,2,5,2,10,10,,1
1395,6D-36LN,Адаптер DKOS 36x2 Ш - DKOS 36x2 Ш + к.г.,5,2,5,2,82,82,,1
1396,6D-36LN A,Адаптер DKOS 36x2 Ш - DKOS 36x2 Ш + к.г.,5,2,5,2,82,82,,1
1397,6J-12LN,"Адаптер JIC 1.1/16"" Ш - JIC 1.1/16"" Ш + к.г.",8,2,8,2,41,41,,1
1398,6J-12LN A,"Адаптер JIC 1.1/16"" Ш - JIC 1.1/16"" Ш + к.г.",8,2,8,2,41,41,,1
1399,6J-05LN,"Адаптер JIC 1/2"" Ш - JIC 1/2"" Ш + к.г.",8,2,8,2,22,22,,1
1400,6J-05LN A,"Адаптер JIC 1/2"" Ш - JIC 1/2"" Ш + к.г.",8,2,8,2,22,22,,1
1401,6J-08LN,"Адаптер JIC 3/4"" Ш - JIC 3/4"" Ш + к.г. ",8,2,8,2,24,24,,1
1402,6J-08LN A,"Адаптер JIC 3/4"" Ш - JIC 3/4"" Ш + к.г.  ",8,2,8,2,24,24,,1
1403,6J-04LN,"Адаптер JIC 7/16"" Ш - JIC 7/16"" Ш + к.г.",8,2,8,2,29,29,,1
1404,6J-04LN A,"Адаптер JIC 7/16"" Ш - JIC 7/16"" Ш + к.г.",8,2,8,2,29,29,,1
1405,6J-10LN,"Адаптер JIC 7/8"" Ш - JIC 7/8"" Ш + к.г.",8,2,8,2,35,35,,1
1406,6J-10LN A,"Адаптер JIC 7/8"" Ш - JIC 7/8"" Ш + к.г.",8,2,8,2,35,35,,1
1407,6J-06LN,"Адаптер JIC 9/16"" Ш - JIC 9/16"" Ш + к.г. ",8,2,8,2,36,36,,1
1408,6J-06LN A,"Адаптер JIC 9/16"" Ш - JIC 9/16"" Ш + к.г.",8,2,8,2,36,36,,1
1409,6F-10LN,"Адаптер ORFS 1"" Ш - ORFS 1"" Ш + к.г.",9,2,9,2,21,21,,1
1410,6F-10LN A,"Адаптер ORFS 1"" Ш - ORFS 1"" Ш + к.г.",9,2,9,2,21,21,,1
1411,6F-12LN,"Адаптер ORFS 1.3/16"" Ш - ORFS 1.3/16"" Ш + к.г.",9,2,9,2,79,79,,1
1412,6F-12LN A,"Адаптер ORFS 1.3/16"" Ш - ORFS 1.3/16"" Ш + к.г.",9,2,9,2,79,79,,1
1413,6F-08LN,"Адаптер ORFS 13/16"" Ш - ORFS 13/16"" Ш + к.г.",9,2,9,2,32,32,,1
1414,6F-08LN A,"Адаптер ORFS 13/16"" Ш - ORFS 13/16"" Ш + к.г.",9,2,9,2,32,32,,1
