id,article,name,standard,dy,thread,angle,armature,seria,usit,o_ring,s_key
4422,20291-48-24T,38 ORFS 48х2 (90)(Г),9,38,28,3,1,1,false,false,
4423,20291-52-24T,38 ORFS 52х2 (90)(Г),9,38,24,3,1,1,false,false,
4424,20291-56-24T,38 ORFS 56х2 (90)(Г),9,38,31,3,1,1,false,false,
4425,20291-68-32T,50 ORFS 68х2 (90)(Г),9,50,36,3,1,1,false,false,
4426,20292-20-08,"12 ORFS 20х1,5 (90)(Г)",9,12,8,3,1,2,false,false,
4427,20292-20-08T,"12 ORFS 20х1,5 (90)(Г)",9,12,8,3,1,2,false,false,
4428,20292-22-06,"10 ORFS 22х1,5 (90)(Г)",9,10,9,3,1,2,false,false,
4429,20292-22-06T,"10 ORFS 22х1,5 (90)(Г)",9,10,9,3,1,2,false,false,
4430,20292-22-08,"12 ORFS 22х1,5 (90)(Г)",9,12,9,3,1,2,false,false,
4431,20292-22-08T,"12 ORFS 22х1,5 (90)(Г)",9,12,9,3,1,2,false,false,
4432,20292-22-10D,"16 ORFS 22х1,5 (90)(Г)",9,16,9,3,1,2,false,false,
4433,20292-24-08,"12 ORFS 24х1,5 (90)(Г)",9,12,10,3,1,2,false,false,
4434,20292-24-08T,"12 ORFS 24х1,5 (90)(Г)",9,12,10,3,1,2,false,false,
4435,20292-27-10D,"16 ORFS 27х1,5 (90)(Г)",9,16,12,3,1,2,false,false,
4436,20292-27-10DT,"16 ORFS 27х1,5 (90)(Г)",9,16,12,3,1,2,false,false,
4437,20292-30-12D,"20 ORFS 30х1,5 (90)(Г)",9,20,13,3,1,2,false,false,
4438,20292-30-12DT,"20 ORFS 30х1,5 (90)(Г)",9,20,13,3,1,2,false,false,
4439,20292-30-12T,20 ORFS 30х2 (90)(Г),9,20,14,3,1,2,false,false,
4440,20292-33-12,20 ORFS 33х2 (90)(Г),9,20,16,3,1,2,false,false,
4441,20292-33-12D,"20 ORFS 33х1,5 (90)(Г)",9,20,15,3,1,2,false,false,
4442,20292-33-12DT,"20 ORFS 33х1,5 (90)(Г)",9,20,15,3,1,2,false,false,
4443,20292-33-12T,20 ORFS 33х2 (90)(Г),9,20,16,3,1,2,false,false,
4444,20292-36-12,20 ORFS 36х2 (90)(Г),9,20,23,3,1,2,false,false,
4445,20292-36-12D,"20 ORFS 36х1,5 (90)(Г)",9,20,17,3,1,2,false,false,
4446,20292-36-12DT,"20 ORFS 36х1,5 (90)(Г)",9,20,17,3,1,2,false,false,
4447,20292-36-12T,20 ORFS 36х2 (90)(Г),9,20,23,3,1,2,false,false,
4448,20292-36-16,25 ORFS 36х2 (90)(Г),9,25,23,3,1,2,false,false,
4449,20292-36-16D,"25 ORFS 36х1,5 (90)(Г)",9,25,17,3,1,2,false,false,
4450,20292-36-16DT,"25 ORFS 36х1,5 (90)(Г)",9,25,17,3,1,2,false,false,
4451,20292-36-16T,25 ORFS 36х2 (90)(Г),9,25,23,3,1,2,false,false,
4452,20292-39-12,20 ORFS 39х2 (90)(Г),9,20,29,3,1,2,false,false,
4453,20292-39-12T,20 ORFS 39х2 (90)(Г),9,20,29,3,1,2,false,false,
4454,20292-39-16,25 ORFS 39х2 (90)(Г),9,25,29,3,1,2,false,false,
4455,20292-39-16T,25 ORFS 39х2 (90)(Г),9,25,29,3,1,2,false,false,
4456,20292-48-24,38 ORFS 48х2 (90)(Г),9,38,28,3,1,2,false,false,
4457,20292-48-24T,38 ORFS 48х2 (90)(Г),9,38,28,3,1,2,false,false,
4458,20292-52-24T,38 ORFS 52х2 (90)(Г),9,38,24,3,1,2,false,false,
4459,14211-04-04,"06 ORFS 9/16"" (Ш)",9,6,94,1,2,1,false,false,
4460,14211-04-05,"08 ORFS 9/16"" (Ш)",9,8,94,1,2,1,false,false,
4461,14211-04-06,"10 ORFS 9/16"" (Ш)",9,10,94,1,2,1,false,false,
4462,14211-06-04,"06 ORFS 11/16"" (Ш)",9,6,91,1,2,1,false,false,
4463,14211-06-05,"08 ORFS 11/16"" (Ш)",9,8,91,1,2,1,false,false,
4464,14211-06-06,"10 ORFS 11/16"" (Ш)",9,10,91,1,2,1,false,false,
4465,14211-06-08,"12 ORFS 11/16"" (Ш)",9,12,91,1,2,1,false,false,
4466,14211-08-04,"06 ORFS 13/16"" (Ш)",9,6,77,1,2,1,false,false,
4467,14211-08-05,"08 ORFS 13/16"" (Ш)",9,8,77,1,2,1,false,false,
4468,14211-08-06,"10 ORFS 13/16"" (Ш)",9,10,77,1,2,1,false,false,
4469,14211-08-08,"12 ORFS 13/16"" (Ш)",9,12,77,1,2,1,false,false,
4470,14211-08-10,"16 ORFS 13/16"" (Ш)",9,16,77,1,2,1,false,false,
4471,14211-10-08,"12 ORFS 1"" (Ш)",9,12,56,1,2,1,false,false,
4472,14211-10-10,"16 ORFS 1"" (Ш)",9,16,56,1,2,1,false,false,
4473,14211-10-12,"20 ORFS 1"" (Ш)",9,20,56,1,2,1,false,false,
4474,14211-12-08,"12 ORFS 1,3/16"" (Ш)",9,12,64,1,2,1,false,false,
4475,14211-12-10,"16 ORFS 1,3/16"" (Ш)",9,16,64,1,2,1,false,false,
4476,14211-12-12,"20 ORFS 1,3/16"" (Ш)",9,20,64,1,2,1,false,false,
4477,14211-12-16,"25 ORFS 1,3/16"" (Ш)",9,25,64,1,2,1,false,false,
4478,14211-16-12,"20 ORFS 1,7/16"" (Ш)",9,20,65,1,2,1,false,false,
4479,14211-16-16,"25 ORFS 1,7/16"" (Ш)",9,25,65,1,2,1,false,false,
4480,14211-16-20,"32 ORFS 1,7/16"" (Ш)",9,32,65,1,2,1,false,false,
4481,14211-20-16,"25 ORFS 1,11/16"" (Ш)",9,25,66,1,2,1,false,false,
4482,14211-20-20,"32 ORFS 1,11/16"" (Ш)",9,32,66,1,2,1,false,false,
4483,14211-20-24,"38 ORFS 1,11/16"" (Ш)",9,38,66,1,2,1,false,false,
4484,14211-24-24,"38 ORFS 2"" (Ш)",9,38,62,1,2,1,false,false,
4485,14211-24-32,"50 ORFS 2"" (Ш)",9,50,62,1,2,1,false,false,
4486,14212-06-08,"12 ORFS 11/16"" (Ш)",9,12,91,1,2,2,false,false,
4487,14212-08-06,"10 ORFS 13/16"" (Ш)",9,10,77,1,2,2,false,false,
4488,14212-08-08,"12 ORFS 13/16"" (Ш)",9,12,77,1,2,2,false,false,
4489,14212-08-10,"16 ORFS 13/16"" (Ш)",9,16,77,1,2,2,false,false,
4490,14212-10-08,"12 ORFS 1"" (Ш)",9,12,56,1,2,2,false,false,
4491,14212-10-10,"16 ORFS 1"" (Ш)",9,16,56,1,2,2,false,false,
4492,14212-10-12,"20 ORFS 1"" (Ш)",9,20,56,1,2,2,false,false,
4493,14212-12-08,"12 ORFS 1,3/16"" (Ш)",9,12,64,1,2,2,false,false,
4494,14212-12-10,"16 ORFS 1,3/16"" (Ш)",9,16,64,1,2,2,false,false,
4495,14212-12-12,"20 ORFS 1,3/16"" (Ш)",9,20,64,1,2,2,false,false,
4496,14212-12-16,"25 ORFS 1,3/16"" (Ш)",9,25,64,1,2,2,false,false,
4497,14212-16-12,"20 ORFS 1,7/16"" (Ш)",9,20,65,1,2,2,false,false,
4498,14212-16-16,"25 ORFS 1,7/16"" (Ш)",9,25,65,1,2,2,false,false,
4499,14212-16-20,"32 ORFS 1,7/16"" (Ш)",9,32,65,1,2,2,false,false,
4500,14212-20-16,"25 ORFS 1,11/16"" (Ш)",9,25,66,1,2,2,false,false,
4501,14212-20-20,"32 ORFS 1,11/16"" (Ш)",9,32,66,1,2,2,false,false,
4502,14212-20-24,"38 ORFS 1,11/16"" (Ш)",9,38,66,1,2,2,false,false,
4503,14212-24-24,"38 ORFS 2"" (Ш)",9,38,62,1,2,2,false,false,
4504,14212-24-32,"50 ORFS 2"" (Ш)",9,50,62,1,2,2,false,false,
4505,24211-04-04,"06 ORFS 9/16"" (0)(Г)",9,6,94,1,1,1,false,false,
4506,24211-04-04T,"06 ORFS 9/16"" (0)(Г)",9,6,94,1,1,1,false,false,
4507,24211-04-05,"08 ORFS 9/16"" (0)(Г)",9,8,94,1,1,1,false,false,
4508,24211-04-05T,"08 ORFS 9/16"" (0)(Г)",9,8,94,1,1,1,false,false,
4509,24211-04-06,"10 ORFS 9/16"" (0)(Г)",9,10,94,1,1,1,false,false,
4510,24211-04-06T,"10 ORFS 9/16"" (0)(Г)",9,10,94,1,1,1,false,false,
4511,24211-06-04,"06 ORFS 11/16"" (0)(Г)",9,6,91,1,1,1,false,false,
4512,24211-06-04T,"06 ORFS 11/16"" (0)(Г)",9,6,91,1,1,1,false,false,
4513,24211-06-05,"08 ORFS 11/16"" (0)(Г)",9,8,91,1,1,1,false,false,
4514,24211-06-05T,"08 ORFS 11/16"" (0)(Г)",9,8,91,1,1,1,false,false,
4515,24211-06-06,"10 ORFS 11/16"" (0)(Г)",9,10,91,1,1,1,false,false,
4516,24211-06-06T,"10 ORFS 11/16"" (0)(Г)",9,10,91,1,1,1,false,false,
4517,24211-06-08,"12 ORFS 11/16"" (0)(Г)",9,12,91,1,1,1,false,false,
4518,24211-06-08T,"12 ORFS 11/16"" (0)(Г)",9,12,91,1,1,1,false,false,
4519,24211-08-04,"06 ORFS 13/16"" (0)(Г)",9,6,77,1,1,1,false,false,
4520,24211-08-04T,"06 ORFS 13/16"" (0)(Г)",9,6,77,1,1,1,false,false,
4521,24211-08-05,"08 ORFS 13/16"" (0)(Г)",9,8,77,1,1,1,false,false,
4522,24211-08-05T,"08 ORFS 13/16"" (0)(Г)",9,8,77,1,1,1,false,false,
