id,article,name,standard,dy,thread,angle,armature,seria,usit,o_ring,s_key
919,20111-22-04,"06 DK 22х1,5 (0)(Г)",3,6,9,1,1,1,false,false,
920,20111-22-04T,"06 DK 22х1,5 (0)(Г)",3,6,9,1,1,1,false,false,
921,20111-22-05,"08 DK 22х1,5 (0)(Г)",3,8,9,1,1,1,false,false,
922,20111-22-05T,"08 DK 22х1,5 (0)(Г)",3,8,9,1,1,1,false,false,
923,20111-22-06,"10 DK 22х1,5 (0)(Г)",3,10,9,1,1,1,false,false,
924,20111-22-06T,"10 DK 22х1,5 (0)(Г)",3,10,9,1,1,1,false,false,
925,20111-22-08,"12 DK 22х1,5 (0)(Г)",3,12,9,1,1,1,false,false,
926,20111-22-08T,"12 DK 22х1,5 (0)(Г)",3,12,9,1,1,1,false,false,
927,20111-22-10,"16 DK 22х1,5 (0)(Г)",3,16,9,1,1,1,false,false,
928,20111-22-10T,"16 DK 22х1,5 (0)(Г)",3,16,9,1,1,1,false,false,
929,20111-24-08,"12 DK 24х1,5 (0)(Г)",3,12,10,1,1,1,false,false,
930,20111-24-08T,"12 DK 24х1,5 (0)(Г)",3,12,10,1,1,1,false,false,
931,20111-24-10,"16 DK 24х1,5 (0)(Г)",3,16,10,1,1,1,false,false,
932,20111-24-10T,"16 DK 24х1,5 (0)(Г)",3,16,10,1,1,1,false,false,
933,20111-24-12,"20 DK 24х1,5 (0)(Г)",3,20,10,1,1,1,false,false,
934,20111-24-12T,"20 DK 24х1,5 (0)(Г)",3,20,10,1,1,1,false,false,
935,20111-26-08D,"12 DK 26х1,5 (0)(Г)",3,12,11,1,1,1,false,false,
936,20111-26-08DT,"12 DK 26х1,5 (0)(Г)",3,12,11,1,1,1,false,false,
937,20111-26-10D,"16 DK 26х1,5 (0)(Г)",3,16,11,1,1,1,false,false,
938,20111-26-10DT,"16 DK 26х1,5 (0)(Г)",3,16,11,1,1,1,false,false,
939,20111-27-08,12 DK 27х2 (0)(Г),3,12,27,1,1,1,false,false,
940,20111-27-08D,"12 DK 27х1,5 (0)(Г)",3,12,12,1,1,1,false,false,
941,20111-27-08DT,"12 DK 27х1,5 (0)(Г)",3,12,12,1,1,1,false,false,
942,20111-27-08T,12 DK 27х2 (0)(Г),3,12,27,1,1,1,false,false,
943,20111-27-10,16 DK 27х2 (0)(Г),3,16,27,1,1,1,false,false,
944,20111-27-10D,"16 DK 27х1,5 (0)(Г)",3,16,12,1,1,1,false,false,
945,20111-27-10DT,"16 DK 27х1,5 (0)(Г)",3,16,12,1,1,1,false,false,
946,20111-27-10T,16 DK 27х2 (0)(Г),3,16,27,1,1,1,false,false,
947,20111-27-12,20 DK 27х2 (0)(Г),3,20,27,1,1,1,false,false,
948,20111-27-12D,"20 DK 27х1,5 (0)(Г)",3,20,12,1,1,1,false,false,
949,20111-27-12DT,"20 DK 27х1,5 (0)(Г)",3,20,12,1,1,1,false,false,
950,20111-27-12T,20 DK 27х2 (0)(Г),3,20,27,1,1,1,false,false,
951,20111-30-10,16 DK 30х2 (0)(Г),3,16,14,1,1,1,false,false,
952,20111-30-10D,"16 DK 30х1,5 (0)(Г)",3,16,13,1,1,1,false,false,
953,20111-30-10DT,"16 DK 30х1,5 (0)(Г)",3,16,13,1,1,1,false,false,
954,20111-30-10T,16 DK 30х2 (0)(Г),3,16,14,1,1,1,false,false,
955,20111-30-12,20 DK 30х2 (0)(Г),3,20,14,1,1,1,false,false,
956,20111-30-12D,"20 DK 30х1,5 (0)(Г)",3,20,13,1,1,1,false,false,
957,20111-30-12D 60,"20 DK 30х1,5 (0)(Г) сфера 60 гр.",3,20,13,1,1,1,false,false,
958,20111-30-12DT,"20 DK 30х1,5 (0)(Г)",3,20,13,1,1,1,false,false,
959,20111-30-12T,20 DK 30х2 (0)(Г),3,20,14,1,1,1,false,false,
960,20111-33-10T,16 DK 33х2 (0)(Г),3,16,16,1,1,1,false,false,
961,20111-33-12,20 DK 33х2 (0)(Г),3,20,16,1,1,1,false,false,
962,20111-33-12D,"20 DK 33х1,5 (0)(Г)",3,20,15,1,1,1,false,false,
963,20111-33-12DT,"20 DK 33х1,5 (0)(Г)",3,20,15,1,1,1,false,false,
964,20111-33-12T,20 DK 33х2 (0)(Г),3,20,16,1,1,1,false,false,
965,20111-33-16,25 DK 33х2 (0)(Г),3,25,16,1,1,1,false,false,
966,20111-33-16D,"25 DK 33х1,5 (0)(Г)",3,25,15,1,1,1,false,false,
967,20111-33-16DT,"25 DK 33х1,5 (0)(Г)",3,25,15,1,1,1,false,false,
968,20111-33-16T,25 DK 33х2 (0)(Г),3,25,16,1,1,1,false,false,
969,20111-33-16T A,25 DK 33х2 (0)(Г),3,25,16,1,1,1,false,false,
970,20111-36-12,20 DK 36х2 (0)(Г),3,20,23,1,1,1,false,false,
971,20111-36-12D,"20 DK 36х1,5 (0)(Г)",3,20,17,1,1,1,false,false,
972,20111-36-12DT,"20 DK 36х1,5 (0)(Г)",3,20,17,1,1,1,false,false,
973,20111-36-12T,20 DK 36х2 (0)(Г),3,20,23,1,1,1,false,false,
974,20111-36-16,25 DK 36х2 (0)(Г),3,25,23,1,1,1,false,false,
975,20111-36-16D,"25 DK 36х1,5 (0)(Г)",3,25,17,1,1,1,false,false,
976,20111-36-16DT,"25 DK 36х1,5 (0)(Г)",3,25,17,1,1,1,false,false,
977,20111-36-16T,25 DK 36х2 (0)(Г),3,25,23,1,1,1,false,false,
978,20111-39-12,20 DK 39х2 (0)(Г),3,20,29,1,1,1,false,false,
979,20111-39-12D,"20 DK 39х1,5 (0)(Г)",3,20,18,1,1,1,false,false,
980,20111-39-12DT,"20 DK 39х1,5 (0)(Г)",3,20,18,1,1,1,false,false,
981,20111-39-12T,20 DK 39х2 (0)(Г),3,20,29,1,1,1,false,false,
982,20111-39-16,25 DK 39х2 (0)(Г),3,25,29,1,1,1,false,false,
983,20111-39-16D,"25 DK 39х1,5 (0)(Г)",3,25,18,1,1,1,false,false,
984,20111-39-16DT,"25 DK 39х1,5 (0)(Г)",3,25,18,1,1,1,false,false,
985,20111-39-16T,25 DK 39х2 (0)(Г),3,25,29,1,1,1,false,false,
986,20111-42-12,20 DK 42х2 (0)(Г),3,20,22,1,1,1,false,false,
987,20111-42-12T,20 DK 42х2 (0)(Г),3,20,22,1,1,1,false,false,
988,20111-42-16,25 DK 42х2 (0)(Г),3,25,22,1,1,1,false,false,
989,20111-42-16D,"25 DK 42х1,5 (0)(Г)",3,25,19,1,1,1,false,false,
990,20111-42-16DT,"25 DK 42х1,5 (0)(Г)",3,25,19,1,1,1,false,false,
991,20111-42-16T,25 DK 42х2 (0)(Г),3,25,22,1,1,1,false,false,
992,20111-42-16T 24,25 DK 42х2 (0)(Г) (сфера 24°),3,25,22,1,1,1,false,false,
993,20111-42-16T 37,25 DK 42х2 (0)(Г) (сфера 37°),3,25,22,1,1,1,false,false,
994,20111-42-20,32 DK 42х2 (0)(Г),3,32,22,1,1,1,false,false,
995,20111-42-20D,"32 DK 42х1,5 (0)(Г)",3,32,19,1,1,1,false,false,
996,20111-42-20DT,"32 DK 42х1,5 (0)(Г)",3,32,19,1,1,1,false,false,
997,20111-42-20T,32 DK 42х2 (0)(Г),3,32,22,1,1,1,false,false,
998,20111-45-20,32 DK 45х2 (0)(Г),3,32,25,1,1,1,false,false,
999,20111-45-20D,"32 DK 45х1,5 (0)(Г)",3,32,33,1,1,1,false,false,
1000,20111-45-20DT,"32 DK 45х1,5 (0)(Г)",3,32,33,1,1,1,false,false,
1001,20111-45-20T,32 DK 45х2 (0)(Г),3,32,25,1,1,1,false,false,
1002,20111-48-20,32 DK 48х2 (0)(Г),3,32,28,1,1,1,false,false,
1003,20111-48-20D S55,"32 DK 48х1,5 (0)(Г) S=55",3,32,30,1,1,1,false,false,55
1004,20111-48-20D S60,"32 DK 48х1,5 (0)(Г) S=60",3,32,30,1,1,1,false,false,60
1005,20111-48-20DT S55,"32 DK 48х1,5 (0)(Г) S=55",3,32,30,1,1,1,false,false,55
1006,20111-48-20DT S60,"32 DK 48х1,5 (0)(Г) S=60",3,32,30,1,1,1,false,false,60
1007,20111-48-20DT ST45 S55,"32 DK 48х1,5 (0)(Г) СТ-45 S=55",3,32,30,1,1,1,false,false,55
1008,20111-48-20T,32 DK 48х2 (0)(Г),3,32,28,1,1,1,false,false,
1009,20111-52-20,32 DK 52х2 (0)(Г),3,32,24,1,1,1,false,false,
1010,20111-52-20D,"32 DK 52х1,5 (0)(Г)",3,32,20,1,1,1,false,false,
1011,20111-52-20DT,"32 DK 52х1,5 (0)(Г)",3,32,20,1,1,1,false,false,
1012,20111-52-20T,32 DK 52х2 (0)(Г),3,32,24,1,1,1,false,false,
1013,20111-52-24,38 DK 52х2 (0)(Г),3,38,24,1,1,1,false,false,
1014,20111-52-24T,38 DK 52х2 (0)(Г),3,38,24,1,1,1,false,false,
1015,20111-56-24,38 DK 56х2 (0)(Г),3,38,31,1,1,1,false,false,
1016,20111-56-24T,38 DK 56х2 (0)(Г),3,38,31,1,1,1,false,false,
1017,20111-64-24,38 DK 64х2 (0)(Г),3,38,29,1,1,1,false,false,
1018,20111-64-24T,38 DK 64х2 (0)(Г),3,38,29,1,1,1,false,false,
1019,20111-64-32,50 DK 64х2 (0)(Г),3,50,29,1,1,1,false,false,
1020,20111-64-32T,50 DK 64х2 (0)(Г),3,50,29,1,1,1,false,false,
1021,20111A-39-12,20 DK 39х2 (Ш) S=46,3,20,29,1,2,1,true,false,46
1022,20112-16-08D,"12 DK 16х1,5 (0)(Г)",3,12,6,1,1,2,false,false,
1023,20112-16-08DT,"12 DK 16х1,5 (0)(Г)",3,12,6,1,1,2,false,false,
1024,20112-18-08,"12 DK 18х1,5 (0)(Г)",3,12,7,1,1,2,false,false,
1025,20112-18-08T,"12 DK 18х1,5 (0)(Г)",3,12,7,1,1,2,false,false,
1026,20112-18-10 A,"16 DK 18х1,5 (0)(Г)",3,16,7,1,1,2,false,false,
1027,20112-20-08 S24,"12 DK 20х1,5 (0)(Г) S=24",3,12,8,1,1,2,false,false,24
1028,20112-20-08 S27,"12 DK 20х1,5 (0)(Г) S=27",3,12,8,1,1,2,false,false,27
1029,20112-20-08T S24,"12 DK 20х1,5 (0)(Г) S=24",3,12,8,1,1,2,false,false,24
1030,20112-20-08T S27,"12 DK 20х1,5 (0)(Г) S=27",3,12,8,1,1,2,false,false,27
1031,20112-20-10,"16 DK 20х1,5 (0)(Г)",3,16,8,1,1,2,false,false,
1032,20112-20-10T,"16 DK 20х1,5 (0)(Г)",3,16,8,1,1,2,false,false,
1033,20112-22-08,"12 DK 22х1,5 (0)(Г)",3,12,9,1,1,2,false,false,
1034,20112-22-08T,"12 DK 22х1,5 (0)(Г)",3,12,9,1,1,2,false,false,
1035,20112-22-10,"16 DK 22х1,5 (0)(Г)",3,16,9,1,1,2,false,false,
1036,20112-22-10T,"16 DK 22х1,5 (0)(Г)",3,16,9,1,1,2,false,false,
1037,20112-24-08,"12 DK 24х1,5 (0)(Г)",3,12,10,1,1,2,false,false,
1038,20112-24-08T,"12 DK 24х1,5 (0)(Г)",3,12,10,1,1,2,false,false,
1039,20112-24-10,"16 DK 24х1,5 (0)(Г)",3,16,10,1,1,2,false,false,
1040,20112-24-10T,"16 DK 24х1,5 (0)(Г)",3,16,10,1,1,2,false,false,
1041,20112-24-12,"20 DK 24х1,5 (0)(Г)",3,20,10,1,1,2,false,false,
1042,20112-24-12T,"20 DK 24х1,5 (0)(Г)",3,20,10,1,1,2,false,false,
1043,20112-26-08D,"12 DK 26х1,5 (0)(Г)",3,12,11,1,1,2,false,false,
1044,20112-26-08DT,"12 DK 26х1,5 (0)(Г)",3,12,11,1,1,2,false,false,
1045,20112-26-10D,"16 DK 26х1,5 (0)(Г)",3,16,11,1,1,2,false,false,
1046,20112-26-10DT,"16 DK 26х1,5 (0)(Г)",3,16,11,1,1,2,false,false,
1047,20112-26-10DT SN,"16 DK 26х1,5 (0)(Г) короткая гайка",3,16,11,1,1,2,false,false,
1048,20112-27-08,12 DK 27х2 (0)(Г),3,12,27,1,1,2,false,false,
1049,20112-27-08D,"12 DK 27х1,5 (0)(Г)",3,12,12,1,1,2,false,false,
1050,20112-27-08DT,"12 DK 27х1,5 (0)(Г)",3,12,12,1,1,2,false,false,
1051,20112-27-08T,12 DK 27х2 (0)(Г),3,12,27,1,1,2,false,false,
1052,20112-27-10,16 DK 27х2 (0)(Г),3,16,27,1,1,2,false,false,
1053,20112-27-10D,"16 DK 27х1,5 (0)(Г)",3,16,12,1,1,2,false,false,
1054,20112-27-10DT,"16 DK 27х1,5 (0)(Г)",3,16,12,1,1,2,false,false,
1055,20112-27-10T,16 DK 27х2 (0)(Г),3,16,27,1,1,2,false,false,
1056,20112-27-12,20 DK 27х2 (0)(Г),3,20,27,1,1,2,false,false,
1057,20112-27-12D,"20 DK 27х1,5 (0)(Г)",3,20,12,1,1,2,false,false,
1058,20112-27-12DT,"20 DK 27х1,5 (0)(Г)",3,20,12,1,1,2,false,false,
1059,20112-27-12T,20 DK 27х2 (0)(Г),3,20,27,1,1,2,false,false,
1060,20112-30-10,16 DK 30х2 (0)(Г),3,16,14,1,1,2,false,false,
1061,20112-30-10D,"16 DK 30х1,5 (0)(Г)",3,16,13,1,1,2,false,false,
1062,20112-30-10DT,"16 DK 30х1,5 (0)(Г)",3,16,13,1,1,2,false,false,
1063,20112-30-10T,16 DK 30х2 (0)(Г),3,16,14,1,1,2,false,false,
1064,20112-30-12,20 DK 30х2 (0)(Г),3,20,14,1,1,2,false,false,
1065,20112-30-12D,"20 DK 30х1,5 (0)(Г)",3,20,13,1,1,2,false,false,
1066,20112-30-12DT,"20 DK 30х1,5 (0)(Г)",3,20,13,1,1,2,false,false,
1067,20112-30-12T,20 DK 30х2 (0)(Г),3,20,14,1,1,2,false,false,
1068,20112-30-16D,"25 DK 30х1,5 (0)(Г)",3,25,13,1,1,2,false,false,
1069,20112-33-10DT,"16 DK 33х1,5 (0)(Г)",3,16,15,1,1,2,false,false,
1070,20112-33-10DT A,"16 DK 33х1,5 (0)(Г) ",3,16,15,1,1,2,false,false,
1071,20112-33-10T,16 DK 33х2 (0)(Г),3,16,16,1,1,2,false,false,
1072,20112-33-12,20 DK 33х2 (0)(Г),3,20,16,1,1,2,false,false,
1073,20112-33-12D,"20 DK 33х1,5 (0)(Г)",3,20,15,1,1,2,false,false,
1074,20112-33-12DT,"20 DK 33х1,5 (0)(Г)",3,20,15,1,1,2,false,false,
1075,20112-33-12T,20 DK 33х2 (0)(Г),3,20,16,1,1,2,false,false,
1076,20112-33-16,25 DK 33х2 (0)(Г),3,25,16,1,1,2,false,false,
1077,20112-33-16 A,25 DK 33х2 (0)(Г),3,25,16,1,1,2,false,false,
1078,20112-33-16D,"25 DK 33х1,5 (0)(Г)",3,25,15,1,1,2,false,false,
1079,20112-33-16D A,"25 DK 33х1,5 (0)(Г)",3,25,15,1,1,2,false,false,
1080,20112-33-16DT,"25 DK 33х1,5 (0)(Г)",3,25,15,1,1,2,false,false,
1081,20112-33-16DT A,"25 DK 33х1,5 (0)(Г)",3,25,15,1,1,2,false,false,
1082,20112-33-16T,25 DK 33х2 (0)(Г),3,25,16,1,1,2,false,false,
1083,20112-36-12,20 DK 36х2 (0)(Г),3,20,23,1,1,2,false,false,
1084,20112-36-12D,"20 DK 36х1,5 (0)(Г)",3,20,17,1,1,2,false,false,
1085,20112-36-12DT,"20 DK 36х1,5 (0)(Г)",3,20,17,1,1,2,false,false,
1086,20112-36-12T,20 DK 36х2 (0)(Г),3,20,23,1,1,2,false,false,
1087,20112-36-16,25 DK 36х2 (0)(Г),3,25,23,1,1,2,false,false,
1088,20112-36-16D,"25 DK 36х1,5 (0)(Г)",3,25,17,1,1,2,false,false,
1089,20112-36-16DT,"25 DK 36х1,5 (0)(Г)",3,25,17,1,1,2,false,false,
1090,20112-36-16T,25 DK 36х2 (0)(Г),3,25,23,1,1,2,false,false,
1091,20112-38-16T A,"25 DK 38х1,5 (0)(Г)",3,25,37,1,1,2,false,false,
1092,20112-39-12,20 DK 39х2 (0)(Г),3,20,29,1,1,2,false,false,
1093,20112-39-12D,"20 DK 39х1,5 (0)(Г)",3,20,18,1,1,2,false,false,
1094,20112-39-12DT,"20 DK 39х1,5 (0)(Г)",3,20,18,1,1,2,false,false,
1095,20112-39-12T,20 DK 39х2 (0)(Г),3,20,29,1,1,2,false,false,
1096,20112-39-16,25 DK 39х2 (0)(Г),3,25,29,1,1,2,false,false,
1097,20112-39-16D,"25 DK 39х1,5 (0)(Г)",3,25,18,1,1,2,false,false,
1098,20112-39-16DT,"25 DK 39х1,5 (0)(Г)",3,25,18,1,1,2,false,false,
1099,20112-39-16T,25 DK 39х2 (0)(Г),3,25,29,1,1,2,false,false,
1100,20112-42-12,20 DK 42х2 (0)(Г),3,20,22,1,1,2,false,false,
1101,20112-42-12T,20 DK 42х2 (0)(Г),3,20,22,1,1,2,false,false,
1102,20112-42-16,25 DK 42х2 (0)(Г),3,25,22,1,1,2,false,false,
1103,20112-42-16D,"25 DK 42х1,5 (0)(Г)",3,25,19,1,1,2,false,false,
1104,20112-42-16DT,"25 DK 42х1,5 (0)(Г)",3,25,19,1,1,2,false,false,
1105,20112-42-16T,25 DK 42х2 (0)(Г),3,25,22,1,1,2,false,false,
1106,20112-42-20,32 DK 42х2 (0)(Г),3,32,22,1,1,2,false,false,
1107,20112-42-20D,"32 DK 42х1,5 (0)(Г)",3,32,19,1,1,2,false,false,
1108,20112-42-20DT,"32 DK 42х1,5 (0)(Г)",3,32,19,1,1,2,false,false,
1109,20112-42-20T,32 DK 42х2 (0)(Г),3,32,22,1,1,2,false,false,
1110,20112-45-20,32 DK 45х2 (0)(Г),3,32,25,1,1,2,false,false,
1111,20112-45-20D,"32 DK 45х1,5 (0)(Г)",3,32,33,1,1,2,false,false,
1112,20112-45-20DT,"32 DK 45х1,5 (0)(Г)",3,32,33,1,1,2,false,false,
1113,20112-45-20DT A,"32 DK 45х1,5 (0)(Г)",3,32,33,1,1,2,false,false,
1114,20112-45-20T,32 DK 45х2 (0)(Г),3,32,25,1,1,2,false,false,
1115,20112-48-20,32 DK 48х2 (0)(Г),3,32,28,1,1,2,false,false,
1116,20112-48-20D S55,"32 DK 48х1,5 (0)(Г) S=55",3,32,30,1,1,2,false,false,55
1117,20112-48-20D S60,"32 DK 48х1,5 (0)(Г) S=60",3,32,30,1,1,2,false,false,60
1118,20112-48-20DT S55,"32 DK 48х1,5 (0)(Г) S=55",3,32,30,1,1,2,false,false,55
1119,20112-48-20DT S60,"32 DK 48х1,5 (0)(Г) S=60",3,32,30,1,1,2,false,false,60
1120,20112-48-20T,32 DK 48х2 (0)(Г),3,32,28,1,1,2,false,false,
1121,20112-52-20,32 DK 52х2 (0)(Г),3,32,24,1,1,2,false,false,
1122,20112-52-20D,"32 DK 52х1,5 (0)(Г)",3,32,20,1,1,2,false,false,
1123,20112-52-20DT,"32 DK 52х1,5 (0)(Г)",3,32,20,1,1,2,false,false,
1124,20112-52-20T,32 DK 52х2 (0)(Г),3,32,24,1,1,2,false,false,
1125,20112-52-24,38 DK 52х2 (0)(Г),3,38,24,1,1,2,false,false,
1126,20112-52-24T,38 DK 52х2 (0)(Г),3,38,24,1,1,2,false,false,
1127,20112-56-24,38 DK 56х2 (0)(Г),3,38,31,1,1,2,false,false,
1128,20112-56-24T,38 DK 56х2 (0)(Г),3,38,31,1,1,2,false,false,
1129,20112-64-24,38 DK 64х2 (0)(Г),3,38,29,1,1,2,false,false,
1130,20112-64-24T,38 DK 64х2 (0)(Г),3,38,29,1,1,2,false,false,
1131,20112-64-32,50 DK 64х2 (0)(Г),3,50,29,1,1,2,false,false,
1132,20112-64-32T,50 DK 64х2 (0)(Г),3,50,29,1,1,2,false,false,
1133,20112A-39-12,20 DK 39х2 (Ш) S=46,3,20,29,1,2,2,true,false,46
1134,20113-42-16T,25 DK 42х2 (0)(Г) Interlock,3,25,22,1,1,3,false,false,
1135,20141-10-04,06 DK 10х1 (45)(Г),3,6,1,2,1,1,false,false,
1136,20141-10-04D,"06 DK 10х1,5 (45)(Г)",3,6,2,2,1,1,false,false,
1137,20141-10-04DT,"06 DK 10х1,5 (45)(Г)",3,6,2,2,1,1,false,false,
1138,20141-10-04T,06 DK 10х1 (45)(Г),3,6,1,2,1,1,false,false,
1139,20141-12-04,06 DK 12х1 (45)(Г),3,6,21,2,1,1,false,false,
1140,20141-12-04D,"06 DK 12х1,5 (45)(Г)",3,6,3,2,1,1,false,false,
1141,20141-12-04DT,"06 DK 12х1,5 (45)(Г)",3,6,3,2,1,1,false,false,
1142,20141-12-04T,06 DK 12х1 (45)(Г),3,6,21,2,1,1,false,false,
1143,20141-12-05D,"08 DK 12х1,5 (45)(Г)",3,8,3,2,1,1,false,false,
1144,20141-12-05DT,"08 DK 12х1,5 (45)(Г)",3,8,3,2,1,1,false,false,
1145,20141-14-04D,"06 DK 14х1,5 (45)(Г)",3,6,4,2,1,1,false,false,
1146,20141-14-04DT,"06 DK 14х1,5 (45)(Г)",3,6,4,2,1,1,false,false,
1147,20141-14-05D,"08 DK 14х1,5 (45)(Г)",3,8,4,2,1,1,false,false,
1148,20141-14-05DT,"08 DK 14х1,5 (45)(Г)",3,8,4,2,1,1,false,false,
1149,20141-14-06D,"10 DK 14х1,5 (45)(Г)",3,10,4,2,1,1,false,false,
1150,20141-14-06DT,"10 DK 14х1,5 (45)(Г)",3,10,4,2,1,1,false,false,
1151,20141-16-04D,"06 DK 16х1,5 (45)(Г)",3,6,6,2,1,1,false,false,
1152,20141-16-04DT,"06 DK 16х1,5 (45)(Г)",3,6,6,2,1,1,false,false,
1153,20141-16-05D,"08 DK 16х1,5 (45)(Г)",3,8,6,2,1,1,false,false,
1154,20141-16-05DT,"08 DK 16х1,5 (45)(Г)",3,8,6,2,1,1,false,false,
1155,20141-16-06D,"10 DK 16х1,5 (45)(Г)",3,10,6,2,1,1,false,false,
1156,20141-16-06DT,"10 DK 16х1,5 (45)(Г)",3,10,6,2,1,1,false,false,
1157,20141-16-08D,"12 DK 16х1,5 (45)(Г)",3,12,6,2,1,1,false,false,
1158,20141-16-08DT,"12 DK 16х1,5 (45)(Г)",3,12,6,2,1,1,false,false,
1159,20141-18-04,"06 DK 18х1,5 (45)(Г)",3,6,7,2,1,1,false,false,
1160,20141-18-04T,"06 DK 18х1,5 (45)(Г)",3,6,7,2,1,1,false,false,
1161,20141-18-05,"08 DK 18х1,5 (45)(Г)",3,8,7,2,1,1,false,false,
1162,20141-18-05T,"08 DK 18х1,5 (45)(Г)",3,8,7,2,1,1,false,false,
1163,20141-18-06,"10 DK 18х1,5 (45)(Г)",3,10,7,2,1,1,false,false,
1164,20141-18-06T,"10 DK 18х1,5 (45)(Г)",3,10,7,2,1,1,false,false,
1165,20141-18-06T SL0.5,"10 DK 18х1,5 (45)(Г) мал.замок 0,5",3,10,7,2,1,1,false,false,
1166,20141-18-08,"12 DK 18х1,5 (45)(Г)",3,12,7,2,1,1,false,false,
1167,20141-18-08T,"12 DK 18х1,5 (45)(Г)",3,12,7,2,1,1,false,false,
1168,20141-20-04,"06 DK 20х1,5 (45)(Г)",3,6,8,2,1,1,false,false,
1169,20141-20-04T,"06 DK 20х1,5 (45)(Г)",3,6,8,2,1,1,false,false,
1170,20141-20-05,"08 DK 20х1,5 (45)(Г)",3,8,8,2,1,1,false,false,
1171,20141-20-05T,"08 DK 20х1,5 (45)(Г)",3,8,8,2,1,1,false,false,
1172,20141-20-06,"10 DK 20х1,5 (45)(Г)",3,10,8,2,1,1,false,false,
1173,20141-20-06T,"10 DK 20х1,5 (45)(Г)",3,10,8,2,1,1,false,false,
1174,20141-20-08 S24,"12 DK 20х1,5 (45)(Г) S=24",3,12,8,2,1,1,false,false,24
1175,20141-20-08 S27,"12 DK 20х1,5 (45)(Г) S=27",3,12,8,2,1,1,false,false,27
1176,20141-20-08T S24,"12 DK 20х1,5 (45)(Г) S=24",3,12,8,2,1,1,false,false,24
1177,20141-20-08T S27,"12 DK 20х1,5 (45)(Г) S=27",3,12,8,2,1,1,false,false,27
1178,20141-20-10,"16 DK 20х1,5 (45)(Г)",3,16,8,2,1,1,false,false,
1179,20141-20-10T,"16 DK 20х1,5 (45)(Г)",3,16,8,2,1,1,false,false,
1180,20141-22-04,"06 DK 22х1,5 (45)(Г)",3,6,9,2,1,1,false,false,
1181,20141-22-04T,"06 DK 22х1,5 (45)(Г)",3,6,9,2,1,1,false,false,
1182,20141-22-05,"08 DK 22х1,5 (45)(Г)",3,8,9,2,1,1,false,false,
1183,20141-22-05T,"08 DK 22х1,5 (45)(Г)",3,8,9,2,1,1,false,false,
1184,20141-22-06,"10 DK 22х1,5 (45)(Г)",3,10,9,2,1,1,false,false,
1185,20141-22-06T,"10 DK 22х1,5 (45)(Г)",3,10,9,2,1,1,false,false,
1186,20141-22-06T 24-37,"10 DK 22х1,5 (45)(Г) полусфера 24°-37°",3,10,9,2,1,1,false,false,
1187,20141-22-08,"12 DK 22х1,5 (45)(Г)",3,12,9,2,1,1,false,false,
1188,20141-22-08T,"12 DK 22х1,5 (45)(Г)",3,12,9,2,1,1,false,false,
1189,20141-22-10,"16 DK 22х1,5 (45)(Г)",3,16,9,2,1,1,false,false,
1190,20141-22-10T,"16 DK 22х1,5 (45)(Г)",3,16,9,2,1,1,false,false,
1191,20141-24-08,"12 DK 24х1,5 (45)(Г)",3,12,10,2,1,1,false,false,
1192,20141-24-08T,"12 DK 24х1,5 (45)(Г)",3,12,10,2,1,1,false,false,
1193,20141-24-10,"16 DK 24х1,5 (45)(Г)",3,16,10,2,1,1,false,false,
1194,20141-24-10T,"16 DK 24х1,5 (45)(Г)",3,16,10,2,1,1,false,false,
1195,20141-24-12,"20 DK 24х1,5 (45)(Г)",3,20,10,2,1,1,false,false,
1196,20141-24-12T,"20 DK 24х1,5 (45)(Г)",3,20,10,2,1,1,false,false,
1197,20141-26-08D,"12 DK 26х1,5 (45)(Г)",3,12,11,2,1,1,false,false,
1198,20141-26-08DT,"12 DK 26х1,5 (45)(Г)",3,12,11,2,1,1,false,false,
1199,20141-26-10D,"16 DK 26х1,5 (45)(Г)",3,16,11,2,1,1,false,false,
1200,20141-26-10DT,"16 DK 26х1,5 (45)(Г)",3,16,11,2,1,1,false,false,
1201,20141-27-08,12 DK 27х2 (45)(Г),3,12,27,2,1,1,false,false,
1202,20141-27-08D,"12 DK 27х1,5 (45)(Г)",3,12,12,2,1,1,false,false,
1203,20141-27-08DT,"12 DK 27х1,5 (45)(Г)",3,12,12,2,1,1,false,false,
1204,20141-27-08T,12 DK 27х2 (45)(Г),3,12,27,2,1,1,false,false,
1205,20141-27-10,16 DK 27х2 (45)(Г),3,16,27,2,1,1,false,false,
1206,20141-27-10D,"16 DK 27х1,5 (45)(Г)",3,16,12,2,1,1,false,false,
1207,20141-27-10DT,"16 DK 27х1,5 (45)(Г)",3,16,12,2,1,1,false,false,
1208,20141-27-10T,16 DK 27х2 (45)(Г),3,16,27,2,1,1,false,false,
1209,20141-27-12,20 DK 27х2 (45)(Г),3,20,27,2,1,1,false,false,
1210,20141-27-12D,"20 DK 27х1,5 (45)(Г)",3,20,12,2,1,1,false,false,
1211,20141-27-12DT,"20 DK 27х1,5 (45)(Г)",3,20,12,2,1,1,false,false,
1212,20141-27-12T,20 DK 27х2 (45)(Г),3,20,27,2,1,1,false,false,
1213,20141-30-10,16 DK 30х2 (45)(Г),3,16,14,2,1,1,false,false,
1214,20141-30-10D,"16 DK 30х1,5 (45)(Г)",3,16,13,2,1,1,false,false,
1215,20141-30-10DT,"16 DK 30х1,5 (45)(Г)",3,16,13,2,1,1,false,false,
